dept_code,activity_code,pa_last_year_5_exp,pa_last_year_4_exp,pa_last_year_3_exp,pa_last_year_2_exp,pa_last_year_exp,pa_last_year_planned,planning_year_1,planning_year_2,planning_year_3
LAC,BSJ01,25594451.51,23617331.2,40366601.72,47165686.99,47518750.92,64041510,54666740,28238575,18034889
LAC,BSJ02,6910051.74,6719535.07,9531371.8,10771090.67,10738568.97,8997560,7245381,7085644,6958477
LAC,BSJ03,,,,25474958.89,25263489.5,8727626,29051063,27539947,8086273
LAC,ISS00,39697578.22,34912820.41,42604485.25,48474740.61,47254602.61,43147246,44259244,44157199,40536258
LCC,BYO01,,,,852301.67,1533100.95,2645894,2659174,2449187,2449187
LCC,ISS00,,,,933845.2,2507128.41,1229701,1234880,1234879,1234879
LDC,BXK01,330747.5,3206395.53,699363.75,643647.14,669229.32,,3522889,0,0
LP,BSV00,36517697.91,37085318.21,38700024.98,45596737.98,45823054.28,,,,
LP,ISS00,11957643.83,13105628.07,13653860.64,15679576.06,16256379.64,,,,
MPCC,BVJ01,2880698.71,2815122.23,2650641.07,3321981.19,3449927.96,3407234,3546384,3348518,3323498
MPCC,ISS00,2065976.52,1959694.76,2007851.6,2312300.51,2326739.86,2277453,2298963,2232346,2215666
NAC,BSK00,59238129,59920409,66219277,66359661,59524537,,,,
NBC,BFO01,2420625.7,2671222.58,2979468.96,9974557.19,8907504.93,14180000,13351278,5874532,5874532
NBC,BFY01,1115538.38,1565575.76,1885534.48,2808418.89,3059709.69,3200000,3225328,3225328,3225328
NBC,ISS00,5879997.44,8964732.34,8995111.98,7361052.49,6961165.12,6490000,3989128,3248748,3248748
NCC,BSN00,153713387,191713677,194228432,96902029,150820480,,,,
ND,BUN01,3927045.58,5422834.17,9413076.94,7044139.59,16630175.87,10616952,7320608,7239188,7322149
ND,BUN02,20607528.78,13996731.56,13675986.82,22830726.91,17518543.49,58106032,16368042,16346162,16531578
ND,BUN03,312305257.3,300089621.1,351192864.9,527817352,982949992.6,1006311786,887124448,218458669,204414712
ND,BUN04,361842921.7,349241672.2,1376882013,1221657767,1564336069,899860749,1033049679,1008117968,1100186809
ND,BUN05,77702848.4,56550041.44,67615652.42,86086750.98,94671935.49,63498507,65788847,65868877,66543279
ND,BUN06,226312313.7,155156521.9,153793115.8,232780851.9,194121285.6,179808734,181743667,181795136,183605966
ND,BUN07,26159767.88,35045016.89,47171169.39,92328207.72,110519776.8,62201560,78840226,78809265,81455144
ND,BUO01,144795892.6,141151954.3,235461287.4,191341816.5,178011488.1,174804789,180104386,180598250,185884020
ND,BUO02,1459744421,1316594518,1484532095,1728619478,1362743205,1403385727,1327436938,1335227754,1339102047
ND,BUO03,3205453757,2392494833,2318151544,3240578015,2460269329,2622871733,2526762132,2495702437,2519337286
ND,BUO04,2168139604,1749744965,1888041514,2509662154,2061248322,2037593900,2027473184,1965199837,1990627216
ND,BUO05,460686767.2,382555207.8,438162208.4,590340374.5,346793341.8,463231700,497239916,496879065,504110798
ND,BUO06,143496665.3,115231158.1,132438073,185261741,266834144.4,154482847,147359602,147795071,149580744
ND,BUO07,212480813.7,174247791.3,186090134.7,219893435.1,245995329.5,179472082,209303940,210725596,213825656
ND,BUO08,183695575.4,126361091.4,131819915.6,186562588.6,134553640.8,137838803,134390513,134178999,135497112
ND,BUO09,210575654.9,169659940.4,170126337.6,221143489.6,201810571.4,170796015,183054223,182208210,185645559
ND,BUO10,3528414924,3415241466,3809989240,4293258133,4699961117,3956381021,5083030308,5321517555,5663807433
ND,BUO11,1676044.54,1676636.34,1547260.16,2291780.94,2126623.48,3727274,4016664,3985500,4090594
ND,BUP01,147673596.1,114732526.2,167492982.8,172887440.7,191507380.3,153308845,155307800,152342238,153946018
ND,BUP02,609479552.1,469209774.4,536554879.2,785550744.3,574188757.7,622628758,628329191,631112304,638002843
ND,BUP03,844862431,710835156.6,750429520.4,965903908.3,839479578.1,817854736,853201289,859135624,876661106
ND,BUP04,1773726410,1796189013,1810963856,2522153006,2087259355,1828200240,1939106792,1994635322,2019153636
ND,BUP05,242621198.1,171594524.2,218762451,448395572,194959874.1,335114021,329849338,330264004,332490544
ND,BUP06,175511458.5,157229161.2,163725141.4,175868934.1,326594182.3,172218097,176734624,176731452,183926305
ND,BUP07,14769991.19,13982940.69,6809453.39,8442520.4,15891634,7748960,8950494,8828407,8931657
ND,BUP08,60661563.43,41341773.11,49493046.49,64417214.28,51623195.03,50948076,51732430,51941692,52347919
ND,BUP09,8373337.53,7878379.95,8685960.85,9639816.99,9260284.75,9994326,9514923,9921587,9937560
ND,BUP10,179960692.3,165877518.3,201775158.6,237447940.5,230309347.3,214769629,253885687,245097026,247809224
ND,BUQ01,43777189.18,36335099.79,41748457.5,69847977.6,104635188.9,121334674,70788536,36423130,36925022
ND,BUQ02,71567041.38,34148978.74,40098649.04,46817247.64,40969880.06,39797961,42061411,42289507,43376747
ND,BUQ03,88526385.38,27324995.66,31028315.76,49724777.96,97086928.12,30569696,40982349,40931532,41052803
ND,BUQ04,97895593.14,90036701.39,96895121.39,687506692.6,481243636,104109931,127645365,139593257,142312526
ND,BUQ05,54250810.1,17560695.83,22070749.63,24446341.16,19338423.46,17542356,20217310,20306806,21072040
ND,BUQ06,31124168.7,43317247.65,46968404.54,50453061.51,51576492.42,51063284,48505872,49199789,49782088
ND,BUQ07,60675050.52,82388412.36,132200162.3,88879996.45,97081661.4,133191465,85491020,85497467,84937699
ND,BUQ08,388357367.7,418620911.2,424350281.9,455123187,598815170.5,368118242,729647413,830416953,744213305
ND,BUR01,1947003539,1885408381,2035645949,2304762129,2836127001,2526016711,2522749508,2810068072,1767182691
ND,BUR02,716479747.9,711471054.9,513297277,474058311.2,819747782.6,699483019,955313335,1683975264,1512991946
ND,BUR03,1077634233,846226844.3,945443675.1,1727964639,3263727280,2567995229,5546576624,5414459002,6300367817
ND,BUR04,242675139.7,203728167.4,258985842,294195423,323632751,349651111,410277780,672963221,357918604
ND,BUR05,136123053.1,100851784.4,106887678.9,126524268.9,140579964.1,102057749,113866614,116583722,117358125
ND,BUS01,160340342.8,128284533.2,97710741.77,125400236,129113156.6,93307547,118937303,113737345,102584332
ND,BUS02,642995145.9,718155164.4,721511358.5,868029999,902593885.2,874806519,1100854253,1351106111,1275752580
ND,BUS03,1057760887,1112469583,1198975523,1326004909,1304550796,1266090661,1419168092,1525011867,1668635503
ND,BUS04,47289068.18,53292478.94,72851586.68,71304084.75,105401826.6,70210328,90570620,116683572,110369542
ND,BUS05,207662174.1,234322367.7,307582813.7,239548400.4,213673289.3,309182691,233363991,235453017,238099659
ND,BUS06,82357514.05,102614361,96423579.46,101978179.6,127366035.1,140689892,92321850,99006186,117317914
ND,BUS07,5650880.72,5304885.51,4970441.2,6027078.11,7305292.21,7086468,7068142,7233905,5814828
ND,BUS08,310379982.5,256314893.3,269287485.5,342057950.9,294084483.4,282567486,289514698,295195964,296498510
ND,BUS09,640139610.1,545490656.5,505514840.4,676193591.3,522242905.6,552737036,597555160,604193600,608610803
ND,BUS10,590594491.3,458401218.6,484979353.6,635096018.4,469558825.5,514024510,533930434,531722450,538265287
ND,BUS11,226031354.6,175768490.2,192380018.1,270966440.8,229040438.2,209481756,221890939,223589696,225906413
ND,BUS12,209274352.9,148906838.8,139911196.4,245247122.3,167122551.2,164236502,181511096,180723263,182617503
ND,BUS13,5274825.41,5955175.84,5156161.35,6142704.84,10545729.73,5641768,6306503,6542372,6503241
ND,ISS01,158738489.2,148448381.4,147133981.4,210831176,199177942.9,161810618,196035743,200092096,189754547
ND,ISS02,35748282.77,30500893.17,30788231.37,41461573.5,39245213.64,33717997,37876637,38254883,37207755
ND,ISS03,48744107.43,311742583.9,497908748.2,142490270,91066811.53,137075256,30571840,30701295,31607659
ND,ISS04,121382469.3,117060449.9,123318382.1,156693024,148744750.6,148502484,158374636,161196383,151986578
ND,ISS05,47509066.07,48016671.15,111373414.4,63371952.38,71104666.19,123012502,55420094,56525189,53323916
ND,ISS06,23139879.29,38204940.1,38893860.82,51572162.62,41388243.47,40883783,51174707,51548370,51255188
ND,ISS07,272068509.1,270960700.2,278229133.1,363067774.9,333676690.8,347840790,359682282,361325890,365462186
ND,ISS08,103857800.4,104285399.5,106140334.9,104042207.5,105861084.8,112366228,104483948,104700909,108077182
ND,ISS09,50410818.76,46946501.01,54291825.49,52288702.15,48883089.96,60417261,49258371,49945575,48146961
ND,ISS0Z,17940432.64,17945750.29,18410580.73,19151275.61,26316901.65,20406544,17997331,18323243,17295207
NEB,BXT01,14807205.79,14709098.42,15071455.07,16094479.72,17622086.25,12881630,18595293,18263905,17945021
NEB,BXT02,2235852.55,4688422.55,5440611.37,5423108.55,6874129.19,5302388,5294074,5147654,6049842
NEB,BXT03,1393576.46,1634726.33,1372079.4,1317548.88,1693676.28,1383923,1580814,1368210,1344734
NEB,BXT04,4715499.6,3512337.58,3536400.51,3257238.07,5997311.29,3395017,4541915,5541709,4478083
NEB,BXU01,5043430.25,6599905.54,6655153.07,6753417.61,8216828.92,5993618,6790813,6911322,6795227
NEB,BXU02,890947.29,2116576.36,846880.38,674794.79,880291.88,786966,388937,396554,388847
NEB,BXV01,5044119.16,4090584.8,3800516.65,4351460.94,4088517.62,4856816,4124753,4050417,3980140
NEB,BXV02,4567088.98,4641980.36,4663252.77,5204218.19,5741088.95,4330560,7503407,5515609,5338012
NEB,BXY01,19137021.4,16213481.6,21984702.5,24241323.1,28840433.66,28730875,27148413,26728696,26410933
NEB,BXY02,1727359.38,1509364.57,1747380.82,,,,,,
NEB,ISS00,40270826.71,49652874.47,47298542.09,46350675.55,51008469.34,43731861,41003427,39964465,39348309
NFB,BSM01,38623060.49,36712601.98,38377651.95,36406328.79,38433621.4,37079225,37920032,38005560,38005560
NFB,BSP01,8286255.11,7786268.05,8226300.94,7692372.93,10048364.34,8326593,7118888,7164732,7164732
NFB,BSP02,9309677.73,9947598.68,11862619,11579344.78,13508295.75,10652340,11035707,11076760,11076760
NFB,BSP03,4432751.5,3657908.74,3200544.25,3971333.85,5496818.03,4114451,4807023,4824129,4824129
NFB,ISS00,11098177.23,11232321.56,10780753.5,11957401.4,14987895.02,11388473,12391238,12442555,12442555
NGC,BRY00,54490639,52002341,50373308,50727132,50020493,,,,
NMST,BRU00,38544965,43173183,39736712,40360343,38440940,,,,
NPA,BWQ01,236169.12,255692.04,299097.78,335992.51,400246.14,569670,567540,567540,567540
NPB,BUA01,38658315.33,37771738.51,42264221.7,47411727.47,45270212.07,46247091,42454148,41701482,41701482
NPB,BUB01,4464917.04,4490684.98,4450821.48,5663027.32,5459410.74,5232835,5204173,5209865,5209865
NPB,BUC01,2516206.83,3354955.02,8360982.36,9814397.75,11396734.69,13251955,10444610,10593878,10593878
NPB,ISS00,12105523.8,13135439.28,13700452.89,14559088.29,14803472.27,13851811,13549527,13515926,13515926
NR,BTL01,5074216.25,5614772.24,6477500.98,7372446.77,7409317.23,6193661.88,6348990,6004812,6084812
NR,BTL02,23947398.54,25093664.87,29395185.43,31075140.31,35314387.43,36782735,59643090,57697450,47580327
NR,BTL03,18823099.8,25718590.07,40565117.97,55918415.67,59238324.94,54753923.31,59530568,54113360,38858088
NR,BTL04,1595393.18,2091877.04,2276274.52,2171066.09,2123780.84,1973779.06,2056976,2063502,2063502
NR,BTL05,12892846.65,13237893.87,14278899.62,16575011.75,15708643.07,15819280.51,15966241,14553119,14553119
NR,BTL06,33384524.13,37157695.89,38429427.34,52326645.35,56730098.53,42496787.15,44771494,43721434,26159112
NR,BTL07,42552507.77,66852293.08,48320683.49,38400778.88,39504090.32,33917009.05,36251055,24565230,24436162
NR,BTL08,10637898.31,73488838.4,86649891.63,126173653.3,228259223.3,367339016.2,383438972,375030060,377455401
NR,BTL09,8712020.72,8720669.19,4098387.81,5445747.92,18243866.05,19578477.92,23955361,22322454,11684143
NR,BTL10,7016372.07,7664995.71,9047182.61,11023560.59,11562760.64,12067675.79,13149551,7611124,7921415
NR,BTL11,20109609.07,31525268.86,24844505.66,28426260.36,20710398.21,18973802.9,20136883,19915482,19015025
NR,BTL12,12119305.64,13587379.47,27380811.88,56686642.97,100757984.1,130418522.2,165758082,179520782,89271101
NR,BTL13,10831973.34,16019100.19,19091548.18,20847830.81,21388729.84,7886763.2,24314379,21501566,14354665
NR,BTM01,83238669.71,,,,,,,,
NR,BTM02,62665315.02,,,,,,,,
NR,BTM03,84177211.84,,,,,,,,
NR,BTM04,20412076.13,21360877.42,29492196.86,28246664.03,27583866.07,28893171.68,27373806,23745149,14172407
NR,BTM05,13729711.09,13720460.27,16410730.72,18467039.33,17716052.36,14123461.65,14833917,8583970,8400016
NR,BTM06,16509118.61,18982546.4,18167002.63,21982279.12,26228766.94,27104692.72,26588438,13806713,13829565
NR,BTM07,7535678.68,8453063.78,7903084.19,9081437.73,8152277.14,7865699.05,8239270,7610696,7614509
NR,BTM08,72719177.5,167509957.6,142789888.8,287160266.8,233113695.3,521970552.2,353478212,220797002,129232728
NR,BTM09,112830308.7,172469794.4,421974284.8,473708823.4,443306303.3,551956740.7,340680261,517629214,557861361
NR,BTM10,57008042.67,125882320,356765110.9,775922803.6,1194107950,958062512.9,1055889088,576036988,235087885
NR,BTM11,11997252.63,9356547.06,19155630.32,24301161.13,35154653.31,21294648.72,28094101,25284601,25216991
NR,BTM12,18102346.47,18046922.65,15470596.88,15423312.95,15327539.97,16663852.31,17213596,16791018,16543210
NR,BTM13,,277386294.5,192352941.4,257657792.9,291495994.2,322381229.4,330137930,256685769,234238372
NR,BTO01,146474812.2,127151693.6,177645615.7,105441945.7,136876968,136188204.3,153800775,23864186,18870054
NR,BTO02,19602183.38,19248986.75,21001519.47,44617690.57,62376309.98,154294121.8,192569362,233074900,230843175
NR,BTO03,12423427.92,14115788.47,16316628.41,16960652.54,18927752.59,15347928.45,15792522,14311408,14223325
NR,BTO04,4965580.6,3536457.51,,,,,,,
NR,BTO05,229477916,545584045.4,477221954.1,640241544.7,987269302.9,1757609770,1436834811,1371317734,1387163809
NR,BTO06,20545226.95,18163751.87,30135691.25,23306592.61,,,,,
NR,BTO07,20513604.43,31993648.54,13004673.18,29440773.29,,,,,
NR,BTO08,16918391.33,42265556.04,12444442.64,14430044.2,15388889.05,15277207.87,15138744,654983,667765
NR,BTO09,,,,,51920592.37,31470062.62,49076018,38876222,8649055
NR,ISS01,39077598.82,42513409.29,55226814.99,57500227.02,50884825.05,52296079.72,51109056,50778426,48040795
NR,ISS02,14656877.08,10917968.55,11402809.66,12925388.8,21473434.57,20562579.14,21196789,18100477,14553428
NR,ISS03,4893962.67,2975637.71,4277831.57,5900957.63,5722029.11,12392863.77,12792680,11764297,9110459
NR,ISS04,21286697.98,24490190.35,32651622.19,37302350.69,38435920.36,22717006.86,32852787,31964414,30655315
NR,ISS05,15986333.88,16257237.33,18245581.61,20428589.72,21543604.33,20562329,17099774,15916261,13574132
NR,ISS06,8813925.53,8531130.68,8984331.9,10269615.67,10540797.13,7198047.54,7215797,6550911,6048638
NR,ISS07,33924947.72,30842394.62,50187795.41,42998498.63,45539781.33,39695071.91,31011228,28137535,24688721
NR,ISS08,18715288.91,17512021.9,33176898.1,32346030.24,34223442.49,40564820.82,31654515,29668219,23957004
NR,ISS09,1272719.61,1222812.77,1381917.78,2731948.11,2536423.5,748909.18,522989,495960,420562
NR,ISS0Z,3661942.47,3946871.21,5483748.81,5372690.93,6830420.65,5696954.86,6059284,5673506,4910067
NRC,BNQ01,56134964.39,59497268.69,62108022.58,67970788.11,82311631.44,77722465.33,82663236,84313932,84349388
NRC,BNQ02,24603729.08,26540797.22,27335327.06,25617163.56,31053359.4,31445968.03,27626453,27927683,27559521
NRC,BNQ03,38951313.49,40053244.75,42309029.93,48581352.98,54602240.48,47632303.46,49611620,49939029,49967534
NRC,BNQ04,43285630.33,42067154.62,45487474.61,54696617.36,67955230.42,77580270.47,76712786,72761637,72704907
NRC,BNQ05,38065945.21,35554608.66,34721972.71,38476792.01,53988585.94,40314833.05,42956971,41049516,33723619
NRC,BNQ06,50207729.72,50407472.19,54418755.02,66363885.69,118063759.8,123188569.2,123758300,73984350,73697978
NRC,BNQ07,96202970.55,130820474.4,125129175.4,58691467.86,66970684.61,50010038.33,51873239,52392947,52425618
NRC,BNQ08,803794706.6,548926447.3,577369314.8,567484828.1,542512863.8,520748339.3,636918797,628661289,596325386
NRC,BNQ10,608895.55,564957.68,609608.26,893633.31,773310.98,559357,559357,559357,559357
NRC,BNQ11,27071010.03,26449238.43,26908036.35,26481361.3,34512363.11,31877292.43,27579716,28102173,27637894
NRC,BNQ12,14209597.69,12632054.29,12398192.59,12005123.47,16568418.15,14893810.11,15313088,15221371,15228504
NRC,BNQ13,10212379.81,10711171.73,10313689,10763063.92,,,,,
NRC,BNQ14,12915563.63,12364568.73,13028035.96,14461671.81,15880322.41,16012611,15040192,15039848,15039340
NRC,BNQ15,14165711.15,15818310.36,16902352.48,19735232.43,25516263.95,22155662.92,23197229,23934997,23289987
NRC,BNQ16,16254594.22,17089782.07,15669531.55,17879341.06,,,,,
NRC,BNQ17,59443659,62225000,59325000,60100000,61196196,61196196,71865079,81765079,80065079
NRC,BNQ18,19555486.54,19019212.72,11111423.55,11697204.95,12632270.97,17664999.69,12825002,12715551,12826462
NRC,BNQ19,10910869.91,11721422.54,11991381.4,13155092.48,14352166.12,13960821.53,14506091,14692708,14700176
NRC,BNQ20,9077395.22,8040371.31,2463323.25,3279728.79,13778320.8,8772909,13474777,13474576,13474279
NRC,BNQ21,80369587.67,68802987.78,60885288.42,69844362.86,69204716.79,81723943.09,85402535,89518458,89518203
NRC,BNQ22,31334741.98,35849861.86,38432555.8,44770414.58,48725080.31,48644394.27,54600725,51739868,47416685
NRC,BNQ23,27068680.32,31001056.24,38495935.96,51895171.63,,,,,
NRC,BNQ24,19143242.33,19531355.9,19541050.63,22715186.94,27934982.79,23283021.62,24119860,24030982,23685144
NRC,BNQ25,,,,,,,,,
NRC,BNQ26,,,,21177532.57,27321323.64,20000000,38186564,20193829,20193057
NRC,BNQ27,,,,,56831089.39,38715715,18935133,16459429,16457904
NRC,BNQ28,,,,,58912949.16,55518529.85,56964908,58080611,58417715
NRC,ISS01,25140241.14,24229680.16,28388046.22,30105001.97,35979185,26763160.99,30804559,34245442,33871354
NRC,ISS02,9918320.06,10010170.56,10265978.7,14150190.66,12402050.01,9832874.37,10868616,10864556,10862691
NRC,ISS03,1000898.18,819594.95,960953.46,1732361.8,1713584.33,786078.03,784801,781686,781668
NRC,ISS04,17894689.63,16642525.85,17202894.52,19567012.4,22893237.33,15511512.81,20394463,20408314,20402164
NRC,ISS05,12546608.53,12597410.78,13187438.66,18672720.91,14513482.12,13411688.67,13730831,13787942,13783694
NRC,ISS06,5156665.68,6846435.35,6361352.07,7179645.13,6854448.75,4969522.46,6783752,6813009,6811072
NRC,ISS07,28322008.23,33828008.42,37307074.99,42896753.69,42699653.87,34813906.69,37074719,37104687,37099542
NRC,ISS08,41081898.93,40773943.39,45000886.43,53613069.57,57486735.61,61777885.71,68859906,68809880,68774943
NRC,ISS09,1882752.49,1787957.4,1684281.37,4626116.69,5532901.25,1679003.18,1767214,1768736,1768010
NRC,ISS0Z,2122825.42,3084768.28,3443594.4,4700763.29,6340661.39,1975290.54,5418445,5421521,5418459
NSERC,BNR01,848124084.3,857128212.4,808546447,772249883.2,789892849.5,749099507,797399491,816676786,849681073
NSERC,BNR02,170934613.2,165182183.9,162737656.7,166651103.5,200794702.6,171530649,219215661,226802274,231996712
NSERC,BNR03,440444351.4,364278034.2,386922296.7,418732132.8,453171743,438414748,465304543,459256139,458221450
NSERC,ISS01,7474997.38,5059896.68,5009333.91,5482933.51,5170829.03,4993827,5132197,5109880,5211456
NSERC,ISS02,1663479.16,1877037.12,1660668.47,1161710.31,1142671.09,1804031,1102432,1122693,1098352
NSERC,ISS03,36117.78,637320.06,707294.04,758568.54,796510.53,662919,749233,718796,703799
NSERC,ISS04,2699591.6,3359525.26,3095035.38,3496446.08,3516981.82,3156121,3499693,3416714,3334728
NSERC,ISS05,2790833.94,2746938.43,3366400.6,3797713.09,1943594.73,2788652,3222800,3121926,3048164
NSERC,ISS06,977956.28,2022454.65,2057286.56,2340066.1,2371669.55,2092802,2360798,2300885,2218274
NSERC,ISS07,9368576.75,7117699.9,5652357.78,7136364.67,7690357.43,6489717,7867891,7829621,7250420
NSERC,ISS08,3420320.82,3272967.4,949316.3,924110.41,1613904.22,2420759,328408,319600,316998
NSERC,ISS09,162163.18,153954.88,444596.74,81177.06,-5732.51,22171,15412,14999,14877
NSERC,ISS0Z,378168.55,438695.3,379944.3,447170.92,478168.08,358103,422452,421587,408894
NSICP,BUE01,1806212.75,1836280.75,2003821.5,2068360.53,1789492.01,2635805,2643480,2645718,2645718
NSICP,ISS00,625031.97,861720.99,847556.66,960894.55,1303861.71,1084795,1116894,1117839,1117839
OAG,BGX01,100128704.9,111370972.7,127855729.3,134929753.6,132403256.7,127534214,136240285,134622488,132822128
OCI,BVL01,4736304.13,4175709.23,4200573.2,4287082.47,5092686.91,5223687,5832410,5835100,5835100
OCI,ISS40,1091171.41,977285.09,1561141.05,1525666.34,1826801.88,2238723,2231108,2232136,2232136
OCOL,BGH01,7657633.98,7821974.92,7510618.6,8582140.05,8844673.75,8873979,9078391,9088919,9088919
OCOL,BGI01,6911473.4,7080393.13,6934354.13,7687040.32,7902118.63,8366894,8277357,8286956,8286956
OCOL,ISS00,8093976.77,8211938.35,7987949.5,8816403.04,9401302.3,8113352,9345402,9356241,9356241
OCSEC,BXS01,1519442.35,1547470.4,1887757.4,1555053.68,1621305.87,1937145,1984444,1986308,1986308
OCSEC,ISS00,646404.74,504414.6,597080.04,673370.44,438104.88,638708,651136,651136,651136
ODPP,BRD01,160356625.9,166144007.3,169983645.1,181214586.4,213502408.9,178679052,194169655,194402643,194402643
ODPP,ISS00,32115879.19,35236225.69,38742915.2,41913178.28,40747653.46,29773969,31156399,31250819,31512049
OEC,BSS00,4570052.95,4698506.33,4912653.92,5144650.67,5887273.88,,,,
OEC,ISS00,2491026.4,2639697.6,2667875.66,2568703.44,2645554.95,,,,
OICC,BTK01,647729448.9,,,,,,,,
OICC,BTK02,20480965.84,,,,,,,,
OICC,BTK03,667224799.3,,,,,,,,
OICC,BTK04,2171334837,,,,,,,,
OICC,BTK05,218421737.7,,,,,,,,
OICC,BTK06,1133470670,,,,,,,,
OICC,BTK07,333512298.2,,,,,,,,
OICC,BTK08,87672871.39,,,,,,,,
OICC,BTK09,1847351.3,,,,,,,,
OICC,BTK10,60324462.06,,,,,,,,
OICC,BTK11,32606681.57,,,,,,,,
OICC,BTK12,55927366.12,,,,,,,,
OICC,BTK13,1299988.82,,,,,,,,
OICC,BYB01,,8336321628,6094264617,6502510384,6919658020,7396665088,,,
OICC,BYB02,,83856314.83,82954618.27,86002872.56,85423586.66,92959731,,,
OICC,BYB03,,90369287.44,8094383.47,240928754,1532204.86,1182207,,,
OICC,BYB04,,335606975.7,488611231.1,602663412.5,751991370.3,536704805,,,
OICC,BYC01,,2490206.06,4031617.7,6762683.49,6325282.63,3891149,,,
OICC,BYC02,,16123569.93,21650634.33,26682023.25,24753749.13,19725218,,,
OICC,BYC03,,427.67,,769863.4,2250202.42,2313583,,,
OICC,BYC04,,,9608474.26,6517390.71,6186667.39,5054796,,,
OICC,BYD01,,3322190.28,,,,,,,
OICC,BYD02,,528709.84,603841.39,826411.62,761584.19,955419,,,
OICC,BYD03,,28585480.88,35738290.84,45391623.26,54146701.7,56872492,,,
OICC,BYD04,,2261613.38,2423131.23,1974598.31,2192019.07,2107379,,,
OICC,BYD05,,3527906.44,13908030.39,19904052.36,24659093.16,17545890,,,
OICC,BYS01,,,,,,,143193890,303759475,469650402
OICC,BYS02,,,,,,,767414773,694768833,666549736
OICC,BYT01,,,,,,,2395887490,4422908081,6000088619
OICC,BYT02,,,,,,,858470547,466421023,761622440
OICC,BYT03,,,,,,,521380976,526935499,540493716
OICC,BYT04,,,,,,,4156638266,4009064209,3885633748
OICC,BYT05,,,,,,,142711797,178911056,103085302
OICC,BYT06,,,,,,,8051048,8405912,8453906
OICC,ISS01,25962291.61,15585819.56,18054276.28,20349876.52,20833881.35,17987849,17987593,16614425,16548729
OICC,ISS02,6411638.4,5217690.9,5452181.8,8934708.13,15374861.84,5193248,11821653,8601022,8656124
OICC,ISS03,1005662.69,1274806.98,1373763.41,1387498.93,2427184.89,2147135,2559239,3916270,4022109
OICC,ISS04,7469990.87,10688325.7,12500641.38,15459987.54,14246312.87,11977362,16532990,16739193,16911597
OICC,ISS05,5982689.69,7504600.48,9250323.69,11433231.33,12642292.06,9288689,12952599,13449275,13348788
OICC,ISS06,823144.16,5583402.17,10646628.28,12020025.32,8276848.17,7742338,8829235,9574506,9361391
OICC,ISS07,9492055.73,10786294.83,7076382.32,7096216.02,13318206.69,11350748,15543169,16410253,16095984
OICC,ISS08,2106350.16,835885.65,849530.4,1057210.66,411154.99,2022167,2529149,1946420,1607044
OICC,ISS09,768221.34,1130843.69,1433393.55,552945.64,960258.4,866643,1118690,892639,739305
OICC,ISS0Z,512369.43,478990.41,433026.01,499389.56,506770.56,656080,709691,720591,718913
OPSIC,BTS01,3511205.08,3426738.79,3753393.01,4199621.96,4677242.12,3807679,5464249,5510844,5463207
OPSIC,ISS00,1880452.99,2019899.79,2040805.76,2577345.33,2087520.82,2258674,2463975,2489451,2468924
ORL,BVA04,3609912.22,3142857.55,3681242.96,4091405.39,4218233.48,4357000,4081000,4085000,4085000
ORL,ISS00,1278465.71,1510704.99,1538539.19,1675119.38,1871890.47,1599000,2000000,2001000,2001000
OSEO,BTE00,961777.01,898154.77,965743.97,952021.07,1104690.12,,,,
OSFI,BVN01,83469893.09,82100560.13,88568772.18,113789343.2,125141269.3,133930652,151402356,153478219,151002905
OSFI,BVN02,23205197.18,25253221.91,29659780.92,39487362.14,33398096.65,36385632,34055858,34759343,35947526
OSFI,BVN03,3863444.93,4072834.47,4074615.54,4329671.85,5421295.57,5321656,4731237,4736181,4900224
OSFI,BVN04,4551539.04,4544894.95,3534865.06,4972916.3,6203743.29,9671991,5580146,5765541,5958224
OSFI,BVO01,7156777.52,8054564.41,10042756.14,11745075.66,12533914.43,12530230,13958355,14189613,14778131
OSFI,ISS00,77380551.22,83602339.56,103865350.1,137147390.5,130228909.4,124097700,141586947,186827226,146072476
PBO,BWZ00,6096099.73,6090218.27,6495930.11,6580952.06,6650298.11,,,,
PCA,BGW01,27878361.61,67941117.12,78902713.29,91740072.2,82074207.36,90798044,58171643,41053197,45543482
PCA,BGW02,229557478.5,255991445.9,285282146.3,359892653.9,402187040,400043239,289644154,185610518,181693723
PCA,BGW03,61441222.05,87227711.37,80355221.61,110078789.1,108125114.7,73739785,82820369,75323427,65639108
PCA,BGW04,528352848.3,425449470.5,434248696.3,516612322.9,462953628.1,354923683,395182078,384457901,359586853
PCA,BGW05,324173275.5,190882949.4,125785928.7,192064571.5,137113389.1,174534681,286273298,336093437,148039786
PCA,ISS01,30836444.28,32375763.81,38454289.47,54924821.96,52485137.4,34521482,41088726,35486152,28433940
PCA,ISS02,5841999.79,5489687.25,5260558.35,6197988.71,5426230.42,5956204,5660895,5093087,4326381
PCA,ISS03,3215377.73,3508461.68,3563267.5,3755118.48,3701381.03,3728554,3926313,3947458,3778456
PCA,ISS04,32944109.96,33602767.7,34685115.42,44959526.53,45326894.43,33293400,41186157,37841276,36272168
PCA,ISS05,24048827.49,25085523.66,29334372.98,31078087.39,28009543.93,22756958,25859318,24672075,20014273
PCA,ISS06,7686001.81,7648774.18,8448677.35,7868303.81,6656341.59,6863472,7081226,6334463,6159028
