dept_code,activity_code,pa_last_year_5_exp,pa_last_year_4_exp,pa_last_year_3_exp,pa_last_year_2_exp,pa_last_year_exp,pa_last_year_planned,planning_year_1,planning_year_2,planning_year_3
GSC,ISS08,19539460.59,16176763.77,18450024.16,15834092.07,17506122.4,7186481,13357099,10081043,7031918
GSC,ISS09,3633489.8,1351778.09,936978.86,2621248.29,2878403.18,1591283,2956330,1199999,1086371
GSC,ISS0Z,1057109.53,2451100.95,1846749.21,1762319.01,3054619.55,3075904,3153313,3153650,2635556
H,BVG01,208521186.7,315374263.5,293632757,,,,,,
H,BVG02,29492780.69,1467122307,1043717198,,,,,,
H,BVG03,651342398.2,1901718905,602216758.3,,,,,,
H,BVG04,675276114.5,680209796.3,677968382.3,,,,,,
H,BVG05,77227688.44,,,,,,,,
H,BVG06,84763922.19,91409138.27,38515514.83,,,,,,
H,BVG07,100602085.6,102317883.6,99748602.56,,,,,,
H,BVG08,1719083.77,1817525,1802148.34,,,,,,
H,BVG09,900703.11,1365579.73,2126986.51,,,,,,
H,BVG10,51199654.21,52597298.97,47577489.44,,,,,,
H,BVG11,7600000,28400000,25100000,,,,,,
H,BVG12,11241688.34,10214658.7,21530211,,,,,,
H,BVG13,38607838.09,40079248.91,38819654.71,,,,,,
H,BVG14,10972533.52,11753636.22,20400305.09,,,,,,
H,BVG15,10756270.02,12920326.6,13492136.72,,,,,,
H,BVG16,27000000,27000000,27000000,,,,,,
H,BVG21,,,,4572046490,5093982578,5029877511,5534946299,5715789333,4136957980
H,BVG22,,,,600692667.2,2129099859,2330600947,3557436154,3921234540,4258439435
H,BVG23,,,,196889290.9,182238801.8,194913562,220669710,192822788,176348667
H,BVH01,96684732.11,93227253.53,93731420.43,98317175.6,74505824.03,97830799,103482660,101584393,100327494
H,BVH02,57213228.58,64331266.13,59569736.24,62964609.08,59368818.17,52238152,52264336,51127011,50483694
H,BVH03,23657123.95,19851079.64,27614119.24,25484178.86,21015479.46,20409323,23000151,22008268,21737385
H,BVH04,29435876.85,34339839.31,33459034.66,35963112.52,37004649.16,19962008,20066317,19887790,19696462
H,BVH05,76309085.58,77799847.11,76014459.27,82672288.04,75717777.51,70246767,72580432,68975798,67858353
H,BVH06,16604962.82,17855950.92,17722861.74,18989591.51,18471452.8,21418167,21285305,20703730,20754010
H,BVH07,5818503.61,5762556.03,4990835.41,4185020.5,6702104.59,10745249,11823977,11613977,12423460
H,BVH08,4054937.27,4029679.91,3660738.56,4129867.97,3916651.28,3040850,4338522,3114789,3114829
H,BVH09,74314810.92,74961173.2,76986500.74,92601858.47,90459251.05,53022341,98536974,53606483,51612541
H,BVH10,29423033.04,33483468.04,34703753.01,40379787.14,38871755.73,33426224,39224681,34287349,34287607
H,BVH11,4779567.93,4664525.76,4978034.96,5284509.44,4956272.77,4615186,4599400,4623847,4623867
H,BVH12,24454005.5,31554830.14,33556789.09,35787686.8,32536218.34,34921880,35458897,35220670,35221031
H,BVH13,50780432.58,132532274.3,189898145.8,208857007.1,193924117.5,173470252,245564103,195384837.5,149296978
H,BVH14,70963441.88,95555513.7,90210378.83,92760889.56,92804647.84,113866046,112809403,13596776,13597183
H,BVH15,20780584.82,23666070.74,22459206.82,26582154.69,25854270.23,22738858,23945686,23357306,22887397
H,BVH16,47255013.67,47388555.93,62466772.08,76863355.24,70018150.62,45717566,65637141,47246256,47246794
H,BVH17,28050908.57,26246138.53,30822696.95,34060574.66,33581320.44,23394087,37751645.06,30925296.95,25013691.95
H,ISS01,98974833.68,79402221.4,63045750.48,73064973.68,65946056.62,90141593,91277959.38,95925677.23,95312206.2
H,ISS02,125664036.8,123736094.3,84029406.92,77319094.81,53664722.79,33830229,36618650.12,34283948.12,34214734.74
H,ISS03,20189447.78,22135723.05,27035466.4,25698936.22,20446219.16,1879928,2628353,2635750,2635783
H,ISS04,46528684.35,60560797.72,62487594.13,69214394.21,61646971.01,38237018,43966768.23,39440269.47,39246235.45
H,ISS05,27560912.64,28652624.67,30364019.93,33924755.01,33129829.13,31183141,32242389.15,30640865.15,30602140.51
H,ISS06,13152205.08,12882533.41,14178486.76,17360126.58,17050751.93,13434932,13571665.07,13019616.07,13044804.26
H,ISS07,72301206.48,89868901.8,128454863.4,129643410.1,111478476.4,62577853,66068081.13,61723019.13,61580231.26
H,ISS08,59790638.68,91219519.72,91158708.95,94826581.5,93718608.53,44161638,46642869.35,35848942.1,35086985.21
H,ISS09,555452.13,531229.58,380558.98,236963.69,216779.54,959467,970118,970849,971255
H,ISS0Z,4131328.81,4244464.69,4679704.44,5491868.05,7136765.26,5740950,5949106.84,5455374.84,5467581.42
HC,BST00,400738380.9,288574410.8,316956792.7,371103046.4,362123992.2,,,,
HC,BSU00,209371979.9,221520518.5,235594989.8,266813625.5,281978289.9,,,,
HFR,BYQ00,,,,49503355,69825000,,,,
HRSD,BGM01,596526713.7,305989935.8,0,0,,,,,
HRSD,BGM02,1202551379,178174525.1,474044153.6,103725788.8,82402400.22,54775689,98929413,66437917,65551178
HRSD,BGM03,101410192.2,82876702.76,84591572.78,113890306.4,113441916.5,109011582,84167533,70554370,70554370
HRSD,BGM04,25566852.59,81993881.74,89421400.7,27011190,32987393.3,27995205,28067741,23300592,23300592
HRSD,BGM05,399597912,3595331267,5215220149,6209046773,7251269495,7259747878,8539008382,8605996012,8649770803
HRSD,BGM06,520607.67,607238.85,913142.17,987515.86,819169.42,11268743,,,
HRSD,BGM07,197331731,176058851.6,232488091.2,285133751.4,369107911.4,381079219,317838834,420208648,373991578
HRSD,BGM08,6468586.76,5608464.28,5228785.73,5600971.44,8308508.43,7525202,7568999,7573525,7573525
HRSD,BGM09,9183577.14,9258559.9,10576076.5,12818128.91,13455365.01,14933170,15053562,14976648,14976648
HRSD,BGM10,30966224.01,24368686.02,147358482.5,122203553.9,70073958.4,64538874,64693496,63106940,3106940
HRSD,BGM11,2050067.09,3117598.89,4040212.66,4013681.04,5400689.63,113622,1114960,115171,115171
HRSD,BGM12,,,199476227,,,0,,,
HRSD,BGM13,,,,,71592535.99,,149025105,149398252,149421805
HRSD,BGN01,61421594724,62793990287,70562235633,76684984862,80762279357,81584219815,85937279398,90444170967,94956974488
HRSD,BGN02,549428299.9,659856526.1,650156532.9,691058025.3,866263463.4,732212835,745022790,763061887,781101887
HRSD,BGN03,41595449.3,40228652.2,40032913.06,49614404.22,57239504.39,43027638,49133273,41046779,40543615
HRSD,BGN04,,,,,89106.97,,9299023,13743233,20376215
HRSD,BGN05,,,,,2274659.45,,773794552,1120086088,1220894593
HRSD,BGO01,27472297028,163565971.9,-345998298,-66431255.89,129677065.2,126137558,163533845,155510455,153004041
HRSD,BGO02,2422703789,924014348.4,924219221.3,924737852.8,725160693.8,725053346,725090504,725058890,725058890
HRSD,BGO03,909617.75,586063.14,611375.74,824758.76,628219.1,526095,594496,596788,596788
HRSD,BGO04,57179596.6,74411608.1,52196132.11,93103888.83,99040308.59,104245042,110171283,110153281,41372995
HRSD,BGO05,6652054.47,6967558.99,8037395.67,8829413.12,8445893.36,7043729,7707475,7725513,7725513
HRSD,BGO06,562566813.8,873455160.9,715736302.5,543289702.6,488292754.6,475216747,472260012,251853156,251853156
HRSD,BGO07,57117348.91,47634503.6,55365385.9,77759308.68,46187219.31,83633574,95488435,96016269,96016269
HRSD,BGO08,55426033.1,5426840,37580694.92,56466463.08,59819809.55,67683660,57751713,57679396,57679396
HRSD,BGO09,22677092.06,28220488.33,123434985.4,148546203.3,40735909.58,26547114,26694823,24666947,24666947
HRSD,BGO10,271792712.4,402954612.5,270110992.6,268045679.5,291639268.5,257761907,259370683,258020803,258020803
HRSD,BGO11,419524162,415465692.4,201399806.5,202279398.9,196369226,196647378,206592017,0,0
HRSD,BGO12,26405872.63,29929549.13,22587177.4,,,,,,
HRSD,BGO13,18969900.26,7797477.4,133146594.8,357246913.1,16585916.6,32354359,40296630,50786967,46000045
HRSD,BGO14,82472821.48,90409254.48,129938574.2,140791473.7,139004774.6,111137505,129885032,68252651,63263249
HRSD,BGO15,21661241.76,27206386.91,37636007.89,38433973.27,49406071.75,55709938,80065033,55904222,55865664
HRSD,BGO16,16895853.27,15711000.53,16558028.52,19400081,23716121.62,52948016,72371369,72351019,72334656
HRSD,BGO17,6855809220,4636488323,4910059094,4388327208,3884146658,3094952310,3504645025,3063325114,3070266952
HRSD,BGO18,1184425096,1243410074,1199864176,1244873183,1406473074,1269123028,1307626588,1340136125,1356187414
HRSD,BGO19,1054144.19,1037166.69,1174246.16,1299488.95,1209127.97,1157546,1296639,1299129,1299129
HRSD,BGO20,65092085.14,94338544.12,63429736.13,,,,,,
HRSD,BGO21,75556459.1,75285076.24,75929168.09,76056499.69,75424118.06,74806532,74863200,62910619,62910619
HRSD,BGO22,11320383.73,12873366.24,23709730.18,,,,,,
HRSD,BGO23,43361968.71,47598044.56,97407331,78161774.22,80209431.36,48529544,29038777,28850107,4316017
HRSD,BGO24,40700645079,185617477.9,131541918.3,92061142.96,50285620.15,89238849,,,
HRSD,BGO25,16850095780,16581988533,186545526.7,-106541225.8,-90988834.14,92566467,,,
HRSD,BGO26,,452156.68,192893395.3,,,,,,
HRSD,BGO27,,1467212.11,1650793.66,29598623.32,1663538.81,19672457,9720146,10175024,9176114
HRSD,BGO28,,946129117,18910388.23,12813463.96,5823351.07,8782824,,,
HRSD,BGO29,,,30886746,226981536.8,176877992.5,209103055,243508535,152222423,145258908
HRSD,BGO30,,,,,,,127614663,0,0
HRSD,BGO31,,,,,,,2035258,2034884,2034884
HRSD,BGP01,16913616.83,16090240.49,17389071.25,16534649.74,18152589.27,16347916,16601441,16529923,16529923
HRSD,BGP02,21329788.02,41450994.83,32422493.65,21993258.17,24520365.76,37072751,37155129,37128808,37128808
HRSD,BGP03,33610774.41,35022062.78,32486766.68,31160437.29,31529201.12,32644019,33004088,32848981,32848981
HRSD,BGP04,2737218.12,3946735.78,4590567.45,4212443.8,3343942.36,5383411,5458603,5454944,5454944
HRSD,BGP05,29725154.67,32402069.22,31226602.94,36916013.32,37615519.07,35704057,35582546,35014220,35024765
HRSD,BGP06,63775604.34,14297230.75,21821034.99,63331635.64,66248542.31,51983877,52006440,51969075,51969075
HRSD,BGP07,6606120.7,14173969.23,15406755.66,22873853.11,24478499.62,18447956,12586420,11983559,11983559
HRSD,BGQ01,20978490.89,17861997.39,17686043.77,18630081.64,18102628.96,16295162,18439213,16194298,16181516
HRSD,BGQ02,18873598.38,19622037.28,20564501.66,25426919.34,24531182.67,22214594,20808186,20680515,19058459
HRSD,BGQ03,24728679.28,24334005.96,22852502.72,26932344.25,25607699.26,28997364,29243661,28977737,28826370
HRSD,BGQ04,130434613.2,175796990.6,346203095.3,355749727.2,352917700.8,331301044,247608300,225743036,203439180
HRSD,BGQ05,43464120.63,46172137.26,53673395.24,101527001.5,150635713,176826388,166971019,137073480,109236278
HRSD,BGQ06,,,,17515450.7,31419675.62,23570329,35214266,33519346,23238725
HRSD,ISS01,85211002.17,91961324.13,115778365.3,124090391.5,107736944.8,71545001,77675059,84116670,81443208
HRSD,ISS02,14580125.11,19204753.32,24015815.29,25453187.09,26371452.33,21185952,22248731,18003600,17505347
HRSD,ISS03,4572989.12,7280486.38,9039907.63,8679085.07,9089047.49,11195440,10970996,10597912,10553759
HRSD,ISS04,55779986.36,59430606.37,76304890.07,78575735.88,81204358.78,67348930,75703186,66252502,63785435
HRSD,ISS05,33932349.14,34094987.89,42324404.82,44380620.42,44020455.38,44541218,51833732,47136324,45570498
HRSD,ISS06,2025873.98,6222342.35,6394274.47,5509303.98,5209562.43,2424122,3085615,2400320,2400320
HRSD,ISS07,83287444.01,144146367.8,133091894.7,151124990.6,115472276.6,87749140,107042269,81798313,72715790
HRSD,ISS08,54011041.9,80488921.82,93714004.65,90952244.7,84797672.15,104057426,100699438,79999079,74924110
HRSD,ISS09,1545463.94,1516172.36,1866284.78,1813882.56,7551293.59,1321974,1812238,1315195,1315195
HRSD,ISS0Z,1778092.54,1445093.34,1038658.44,2952953.73,4224678.65,3033970,3420122,3229455,3178166
IDRC,BKX00,145652683,155251325,159036540,164605641,160270169,,,,
IJC,BGY00,7413355.81,6726948.64,7198333.83,7373474.16,7150811.86,,,,
IJC,BGZ00,1561882.97,1591649.03,1754864.59,1818562.66,1724091.83,,,,
INAC,BWM02,178101948.9,172640094.2,271601032.7,197905795.2,174602328.2,143681245,192905309,136763932,130062787
INAC,BWM03,1765948504,417218674.6,3603212723,2824497791,8353352288,6019761594,4833502353,1661311615,68727499
INAC,BWM04,1291450054,1471917838,1741705502,1988549363,2314067912,2009265594,2190449529,2126524454,2003539591
INAC,BWM05,8264926.88,9111256.66,31045045.47,14678174.67,18125939.12,8106952,9241683,9039737,9038082
INAC,BWM06,43524703.58,247621188.1,715870714.4,,,,,,
INAC,BWM07,99034575.07,115218653.9,210461983.7,,,,,,
INAC,BWM08,31539673.79,31764022.38,31924729.96,,,,,,
INAC,BWM09,993448522.6,1473322085,1476749216,9314683886,1440776619,976439530,3746751661,1901859261,1675099261
INAC,BWM10,51569661.78,73570964.82,44160514.95,64538202.91,62025658.3,62670929,57917069,44401803,33400902
INAC,BWM13,18678412.19,9192505.53,3866352.81,4633514.38,4507422.49,7160576,,,
INAC,BWM14,,,63517654.57,105854005,84817455.64,34173423,68961841,11126468,967588
INAC,BWM15,,,,251481084.8,141442984.3,291726831,142890494,135165932,131450086
INAC,BWM16,,,,431570669.6,462714120.9,102124879,345310952,325126854,314309984
INAC,BWR04,36886186.01,43020679.43,64413395.51,84632449.2,65706103.43,67024880,76914601,46982690,42220210
INAC,BWR05,2432329.71,7469482.06,7424454.85,10728497.27,11002150.86,9052825,8669298,1565572,1565572
INAC,BWR06,21379461.03,20054131.57,15974133.11,19627271.89,15833840.68,20872440,21893829,23040536,23210551
INAC,BWR07,12326226.76,11862791.15,14822614.18,20800535.46,23847074.48,26582631,26476397,20284748,18274277
INAC,BWR08,201619083,233056057.7,268975459.4,444931687.6,567641904.2,713108197,818138143,838848548,673531624
INAC,BWR09,2275557.38,1330037.91,4151617.71,243310.72,,,,,
INAC,BWR10,153276253.1,148131441.3,209501099.7,191589127.5,198286739.8,132984365,208307545,179506862,152674100
INAC,BWR11,301150888.2,180383240.2,168912561.7,184983268.3,132866296.7,126519618,148352915,155078037,123233231
INAC,ISS01,34542050.98,33193546.95,58952278.73,36472178.43,34552472.22,44571568,37291681,36150426,36705707
INAC,ISS02,6743689.45,7554130.61,7635976.91,15162501.45,13294579.7,5592931,4985064,4359681,4296133
INAC,ISS03,74880593.62,63075794.26,69886214.37,68599400.26,62226715.49,48047911,48313466,47555769,47134035
INAC,ISS04,13216079.29,13256023.07,14650458.79,19200427.72,15736242.07,12098861,13984514,13643468,13523046
INAC,ISS05,15388534.29,16267108.21,16573076.43,19391799.37,19667033.97,23743761,15184455,14023987,12273612
INAC,ISS06,637033.63,612385.41,6682104.63,1254989.2,5855731.22,7455707,3288715,2846509,2439728
INAC,ISS07,20301846.59,20771008.53,1019289.38,24559760.99,17334683.59,15005911,14829050,14987520,15091133
INAC,ISS08,0,125.95,3723347.82,679565.19,1361258.75,266504,565664,378426,268635
INAC,ISS09,12425235.35,10527708.47,5167485.91,9356389.06,8005365.42,5107007,5071071,5242385,5231618
INAC,ISS0Z,0.92,0,,908.82,,103883,103883,103884,103883
INDSC,BXL01,1550468176,1755747345,1953603113,,,,,,
INDSC,BXL02,424177445.3,427997574.2,399198120.5,,,,,,
INDSC,BXL03,20405948.97,22402558.12,22515210.08,,,,,,
INDSC,BXL04,47912368.82,50493072.9,60397479.29,,,,,,
INDSC,BXM01,582080333.3,658493670.5,1039779570,,,,,,
INDSC,BXM02,503931447.6,623335225.1,669427223.8,,,,,,
INDSC,BXM03,93551742.04,87822112.12,82958227.73,,,,,,
INDSC,BXM04,210933051.5,203632243.9,257954870.5,,,,,,
INDSC,BXM05,152761256.7,252357725.7,213511647.7,,,,,,
INDSC,BXM06,2830127.73,4309152.07,7672603.75,,,,,,
INDSC,BXM07,46054858.8,48378314.03,48937451.88,,,,,,
INDSC,BXM08,368725184.2,424816939.3,192108116.4,,,,,,
INDSC,BXM09,2442938717,2653692988,3015497863,,,,,,
INDSC,BXM10,1219210212,1301355560,1317675930,,,,,,
INDSC,BXM11,121994553.8,181186895.7,143321091.2,,,,,,
INDSC,BXM12,1520936725,1792570984,3289138305,,,,,,
INDSC,BXM13,66505363.11,69174037.28,131298544.7,,,,,,
INDSC,BXM14,468511520.5,370829352.3,260986915.4,,,,,,
INDSC,BXP01,335740137.6,324842854.2,368960431.7,,,,,,
INDSC,BXP02,49217278.07,33838391.34,33215044.32,,,,,,
INDSC,BXP03,192523625.2,198016044.8,216024700.1,,,,,,
INDSC,BXP04,410883811,415207296.8,438826331,,,,,,
INDSC,BXP05,793514942.4,1017452038,3147395544,,,,,,
INDSC,BXP06,365160973.1,375532606.6,542120545.5,,,,,,
INDSC,BXP07,371301083,428447718.9,667973315.3,,,,,,
INDSC,BXP08,491820310,852313293.4,852457312.2,,,,,,
INDSC,BXP09,790031567.9,667954792.9,491403699.4,,,,,,
INDSC,BXP10,318251732.1,116200498.3,100635949.7,,,,,,
INDSC,BXP11,240584782,628684051.5,190181042.8,,,,,,
INDSC,BXP12,274982833.3,267048337.7,367818570.1,,,,,,
INDSC,BXP13,3261264.32,2122621.86,1689465.95,,,,,,
INDSC,BXQ01,795706084.6,912083910.2,1133107199,,,,,,
INDSC,BXQ02,268518631.9,333411914.4,,,,,,,
INDSC,BXQ03,546687607,574172395,602953595,,,,,,
INDSC,BYP01,,,,1330396159,1355409415,1217308132,1623016327,1225126816,1206240293
INDSC,BYP02,,,,413108405.6,417032542.4,362415047,414061264,346929010,351507748
INDSC,BYP03,,,,535120464.7,547740730.1,414924052,392390900,337114552,336375844
INDSC,BYP04,,,,875981209.5,1030342969,887432229,1108117473,1150241250,1195861430
INDSC,BYP05,,,,2171915460,2409550873,1773125307,2708169649,2173389312,2299534295
INDSC,BYP06,,,,1823814766,2346230295,1607837724,1927295121,783629333,771873875
INDSC,BYP07,,,,166319384.8,190816558.4,180667599,205840302,155996991,156413502
INDSC,BYP08,,,,27333183719,4586290101,3702615065,4683479445,4509151534,4221382092
INDSC,BYP09,,,,1572066840,1391651934,1280885034,1538619342,1554903734,1562989207
INDSC,BYP10,,,,283364296.2,348679557.8,271326839,273358897,99404537,114431671
INDSC,BYP11,,,,3102844414,3264950194,2941079695,3394434128,3063074478,2984132593
INDSC,BYP12,,,,583764533.7,605520647.8,515841188,594784471,568950955,504214060
INDSC,BYP13,,,,3886902917,5658392428,4301518332,4534045148,3780601705,2848384185
INDSC,BYP14,,,,323977975.7,319230936.5,320078150,393182528,386041044,394104052
INDSC,BYP15,,,,595188453.1,678731568.4,197421515,196819355,111119619,111118161
INDSC,BYP16,,,,337610061.2,200680675.8,171263838,187409330,184259194,139409001
INDSC,BYP17,,,,112584863.7,119260073.2,52799377,115457343,111996990,116996754
INDSC,BYP18,,,,691886337.5,691449568.1,558709365,672115056,485369167,450958781
INDSC,ISS01,36224420.13,51872507.75,57864178.99,61492591.68,62740297.51,121105224,160832225,149014867,132639433
INDSC,ISS02,23902410.84,22937278.11,24064289.66,24799272.23,25457604.4,18491001,20786378,18013217,16324261
INDSC,ISS03,17453645.2,27423319.89,32227342.1,33085328.33,44214990.13,23060091,37196861,34993998,32186284
INDSC,ISS04,31023429,30009241.65,33180239.09,37097614.78,32437379.62,26556063,31355850,27177792,23626885
INDSC,ISS05,39433983.99,34758192.98,35005989.17,39868389.67,44338757.06,56336428,39701710,37102171,37288818
INDSC,ISS06,-2734700.47,12850531.9,13034227.56,19316055.21,18728331.65,21433487,44773949,44677729,44697770
INDSC,ISS07,83949295.74,68257277.02,74459299.2,93185454.43,63483035.4,4109423,5291191,4876414,4740475
INDSC,ISS08,5153105.02,4249643.36,4967446.46,6405622.57,5865748.43,1269681,633833,634178,634550
INDSC,ISS09,22180564.87,20061555.02,17365321.21,17672332.8,19372492.27,8860026,12307831,12349042,12056952
INDSC,ISS0Z,4543666.07,3465528.63,3448914.09,4288689.22,4140177.84,421141,5959409,5964032,5969038
INVIC,BCZ01,3282829.94,2752875.1,2932444.61,2922964.4,4009317.3,2912233,2884073,2845529,4208487
INVIC,BCZ02,15202899.13,22675648.93,19645930.87,21605138.25,18548550.9,19326637,19139757,18883965,18861258
INVIC,BCZ03,3884779.19,3543829.09,4158295.71,3587912.28,2992525.87,4235975,4195015,4138951,2813429
INVIC,ISS00,7251598.42,5514688.11,6287452.08,6155728.34,7193159.84,6600311,6536311,6448711,6452382
IPC,BRF01,10208218.78,11631748.07,11149528.91,12399597.5,12857733.35,12018752,12417529,12426602,12426602
IPC,BRG01,11772627.26,11234784.16,10981502.25,12371951.55,13050729.96,12115148,12873751,11868569,11868569
IPC,BRG02,11231057.91,11336954.25,11242622.57,12871271.38,13854697.14,12871157,15350963,11989577,11989577
IPC,ISS10,8807150.22,8172642.83,8598493.67,9353568.51,9944732.85,8994995,10211069,8571353,8571353
IPC,ISS20,5925170.76,6266305.56,5373545.55,5764575.61,5309236.36,5150894,5321798,5325686,5325686
IRB,BGC01,97670417.92,125561208.1,134122947.7,163697503,178200096.3,160979283,172932742,153386824,153386824
IRB,BGC02,34512160.09,37236948.34,46880529.41,50651078.23,51384752.71,67004645,58829105,54562243,54562243
IRB,BGC03,12172426.68,13982528.8,16791131.16,20094845.04,21475586.59,17070289,16991230,16618122,16618122
IRB,BGC04,13947180.18,13044666.86,14296448.87,18660206.1,22217783.28,22682132,22197290,22026434,22026434
IRB,ISS00,86456803.95,74426707.08,73386851.9,88152882.06,79596811.73,66771710,74446955,69119630,69119018
ISC,BNN01,212369452.4,,,,,,,,
ISC,BNN02,42101615.15,81045313.72,141476602.6,138439323.4,156268853.4,181492279,54543794,31771982,29288134
ISC,BNN03,149074483.6,485316872.8,337533474.5,371797989.5,323989867.1,522348683,949386269,883524448,22336407
ISC,BNN04,141070670.9,43699008.19,,,,,,,
ISC,BNN05,6863605.05,,,,,,,,
ISC,BNO01,571736880.3,572939686.2,721499560.2,668621446.9,1029907932,969539190,925940881,912803735,945173008
ISC,BNO02,7678256.17,,,,,,,,
ISC,BNO03,237171965.3,,,,,,,,
ISC,BNO04,2800615.02,,,,,,,,
ISC,BNP01,728233435.7,1039639163,1429315905,2101861738,2345523829,3294361497,5088923385,5476395991,6718906281
ISC,BNP02,96860470.62,93563395.02,68485346.89,97862545.6,77929015.12,107673706,127582340,125525759,115634339
ISC,BNP03,30561540.32,,,,,,,,
ISC,BNP04,8986783.76,8398422.44,8919792.87,9259901.41,9404117.38,11095660,11287385,10122591,10122591
ISC,BNP05,9259130.35,11826304.59,9845151.7,9637346.06,9382800.74,11557259,11718856,11730553,11730553
ISC,BNP06,82575480.07,123633494,125372837.8,134608430.4,130553367,179717208,187829951,134524000,126282988
ISC,BNP07,178782798.8,103264573.9,153493843.3,143273431.9,88659261.12,194933204,38879859,3036615,3027648
ISC,BNP08,28605095.99,,,,,,,,
ISC,BNP09,5610319.59,,,,,,,,
ISC,BNP10,6189425.53,,,,,,,,
ISC,BNP11,36763037.49,30211161.18,18877909.17,40550491.35,10625664.92,19397096,11631021,-3694361,-9805510
ISC,BNP12,39838836.3,43762607.91,55445713.36,67803444.92,70072291.41,66572577,66668368,65874327,65874327
ISC,BNP13,2865901.61,,,,,,,,
ISC,BNP14,2306237.5,,,,,,,,
ISC,BNP15,32740775.6,,,,,,,,
ISC,BNP16,4386228.97,3312415.63,16001506.42,15256496.07,16844109.44,15491662,3085605,3056413,3056413
ISC,BNP17,,194908835,262058378.1,225374636.3,261540672.1,287703256,285094105,142530597,128867853
ISC,BNP18,,55713155.44,65115009.06,70158114.6,79409428.31,90652927,83945902,60614034,59618480
ISC,ISS01,45343736.74,51633884.63,62599100.77,68174063.93,65061051.91,54434286,54623588,54216388,55127623
ISC,ISS02,23987046.47,24432136.12,27017050.36,29599109.95,28344186.07,26571035,26665434,24964851,24846374
ISC,ISS03,4996817.63,5244798.27,4854919.57,8593334.98,5528281.74,6604029,6530799,6356303,6263579
ISC,ISS04,25556283.56,28650520.57,32822147.29,36338827.11,30795371.42,25836785,28419826,28021074,27826481
ISC,ISS05,23673358.61,23498892.51,27297814.75,27937344.44,22254187.44,21781031,23279258,21954875,21760005
ISC,ISS06,6187423.72,6546914.04,8203995.21,5479177,-9150449.64,2742158,2810195,2811142,2811142
ISC,ISS07,42505860.54,45434963.05,45838074.37,54774387.38,63174336.69,35210530,34731938,31622975,31438554
ISC,ISS08,9550961.75,12207631.94,15948342.78,17751620.98,22739654.85,5952245,5649138,5649904,5649904
ISC,ISS09,1982282.01,2017233.17,1780381.05,1524029.02,950980.52,607432,616127,616127,616127
ISC,ISS0Z,3960700.29,3962361,3869065.48,3569277.82,3651077.28,2729720,2764844,2764844,2764844
JCCB,BTN00,232073141,235144061.8,205277430.1,156303193.5,189641989.8,,,,
JUS,BNX01,114195078,101540176.5,81419946.62,100117777.2,168709104.4,103368751,128240033,127637078,127605412
JUS,BNX02,11316207.25,11353375.09,17204465.71,21519817.89,30175481.38,21840081,25302161,25390796,25364388
JUS,BNX03,102594979.5,109274705,106023251.4,105014651.3,229886251.9,105668126,126728477,126218318,126218318
JUS,BNY01,41811130.69,44514914.05,52968977.89,60581698.65,65070384.32,52370061,48723444,46399680,43002843
JUS,BNY02,202163743.7,215579451.5,242629881.8,298376039.7,327996411.5,161161603,329339760,299625435,294492106
JUS,BNY03,5092865.37,5205457.82,6458136.53,6261700.75,7182549.66,8609025,8827183,8721084,8721084
JUS,BNY04,3946654.67,6084842.43,6951649.58,10316442.95,10310185.61,10899213,10906119,10905665,10905665
JUS,BNY05,26483305.8,29046594.36,31608414.29,36132613.43,43376788.28,47752216,53042720,45563721,45563721
JUS,BNY06,156947206.2,201168430.9,202143485.4,202127689,201789193.4,201368561,202706502,202706203,202706203
JUS,BNY07,15942165.01,17116391.25,21346122.23,22217192.09,22305689.42,23738653,28173487,22970704,22970704
JUS,BNY08,23248928.8,33591937.11,50371800.75,59725072.83,61050963.21,46272147,58735101,57231113,49115557
JUS,BNY09,20496986.31,28885686.86,47180419.79,53194530.58,50799178.5,48844180,51893066,27890582,21886529
JUS,BNY10,1465869.17,1275788.65,1184775.48,1757535.61,2085913.28,1478037,1568662,1565984,1565984
JUS,ISS01,26454057.07,27096371.24,30188697.31,35009126.91,37213884.13,29529039,30962275,30471704,30266008
JUS,ISS02,8552265.94,8307312.28,8047201.34,9673273.99,9282897.51,8315028,8265161,8086028,7945601
JUS,ISS03,,,,,,,,,
JUS,ISS04,14416390.56,13081289.31,15985136.13,20974944.93,21319907.21,14848955,15246414,15036790,15036790
JUS,ISS05,11693563.38,10994808.33,11669709.45,13266139.08,13365985.14,12052142,12366680,11923949,11923949
JUS,ISS06,10129864.39,9584135.12,10328264.99,10287359.8,9619316.4,7455483,7443401,7223676,7223676
JUS,ISS07,21221273.38,21757452.53,27153101.52,33284923.63,29941130.03,15788156,15238159,13882663,14031060
JUS,ISS08,13471260.86,10743779.28,10991794.32,8925908.45,7880378.92,5145248,5000597,4544305,4571506
JUS,ISS09,,,,,,,,,
JUS,ISS0Z,1209348.55,1214703.09,1467339.8,1221789.69,1579530.69,1407166,1399896,1399395,1399395
LAC,BSI01,8268605.64,7797575.79,7692268.1,12504318.78,14590780.36,13351448,11232388,9070866,7992166
LAC,BSI02,11668973.93,10578494.71,9515359.47,11007905.09,11602069.58,10341698,10480057,10317660,10317660
LAC,BSI03,8671315.48,7532547.59,6700373.59,8942398.23,8347886.61,6662233,6875475,6812490,6812490
LAC,BSI04,29568229.48,40644968.5,84090455.25,52537884.16,47057015.31,44537369,44339771,43022280,44278348
