"dept_code","activity_code","pa_last_year_5","pa_last_year_4","pa_last_year_3","pa_last_year_2","pa_last_year","pa_last_year_planned","planning_year_1","planning_year_2","planning_year_3"
"ACOA","BED01",39,32,36,43,41,32,32,32,32
"ACOA","BED02",71,74,71,76,69,81,77,76,76
"ACOA","BED03",56,57,58,55,52,58,57,57,57
"ACOA","BED04",15,14,14,16,15,15,15,14,14
"ACOA","BED05",92,93,99,97,101,97,97,93,93
"ACOA","BED06",40,40,39,39,39,45,41,41,41
"ACOA","BED07",65,68,66,68,69,69,68,68,68
"ACOA","ISS00",194,197,201,201,210,202,197,196,196
"AECB","BTJ01",81,77,73,72,81,78,89,86,86
"AECB","BTJ02",301,294,279,284,272,291,318,318,318
"AECB","BTJ03",85,81,77,79,78,82,88,88,88
"AECB","BTJ04",31,31,29,25,30,29,34,34,34
"AECB","BTJ05",127,122,123,132,156,133,153,152,152
"AECB","ISS00",293,281,269,279,291,284,301,300,300
"AECL","BAA00",,,,,,,,,
"AECL","BAB00",,,,,,,,,
"AGR","BWN01",183,191,190,181,183,187,180,180,180
"AGR","BWN02",184,181,191,218,207,217,207,196,196
"AGR","BWN03",17,19,20,18,18,19,18,18,18
"AGR","BWN04",46,49,36,40,51,61,42,46,44
"AGR","BWN05",31,35,30,30,31,30,32,32,32
"AGR","BWN06",36,34,23,,,,,,
"AGR","BWN07",5,4,5,5,4,7,4,4,4
"AGR","BWN08",15,,,,,,,,
"AGR","BWN09",,6,24,31,32,30,31,0,0
"AGR","BWN10",,,,,11,,14,14,14
"AGR","BWO01",2404,2408,2360,2336,2326,2324,2329,2329,2329
"AGR","BWO02",175,188,181,204,182,207,176,176,176
"AGR","BWO03",20,20,29,37,29,39,29,29,29
"AGR","BWO04",10,8,9,15,51,29,71,64,64
"AGR","BWO05",10,9,12,12,6,12,5,5,5
"AGR","BWO06",14,17,23,27,28,28,29,29,29
"AGR","BWP01",153,156,150,143,136,147,141,141,141
"AGR","BWP02",127,125,117,107,102,111,97,97,97
"AGR","BWP03",3,4,5,9,10,10,10,10,10
"AGR","BWP04",19,23,18,18,19,17,20,20,20
"AGR","BWP05",11,7,7,10,5,10,5,5,5
"AGR","BWP06",33,30,27,30,34,31,34,34,34
"AGR","BWP07",14,14,13,9,9,10,9,9,9
"AGR","BWP08",58,58,57,56,55,58,54,54,54
"AGR","BWP09",17,19,26,33,35,34,33,33,33
"AGR","BWP10",7,7,8,10,10,11,10,10,10
"AGR","BWP11",0,0,0,0,0,0,0,0,0
"AGR","BWP12",,,10,17,,,,,
"AGR","BWP13",,,,,0,,7,0,0
"AGR","ISS01",294,306,329,336,366,339,364,359,359
"AGR","ISS02",92,93,90,94,93,92,95,93,93
"AGR","ISS03",6,5,7,6,5,7,5,5,5
"AGR","ISS04",190,211,231,250,261,262,262,259,259
"AGR","ISS05",188,226,238,257,256,264,261,258,258
"AGR","ISS06",124,128,125,120,135,125,138,135,135
"AGR","ISS07",171,182,209,242,278,240,277,272,271
"AGR","ISS08",42,51,49,51,45,54,48,46,46
"AGR","ISS09",1,1,1,1,0,1,0,0,0
"AGR","ISS0Z",16,16,15,31,32,29,31,31,31
"ATSSC","BEE01",153,154,161,171,189,179,189,189,189
"ATSSC","BEE02",49,53,56,66,68,64,67,67,67
"ATSSC","BEE03",274,289,288,301,319,278,314,314,314
"ATSSC","ISS00",133,153,134,146,155,151,157,157,157
"CAS","BEG01",175,186,187,189,188,195,190,190,190
"CAS","BEG02",302,335,344,333,352,346,362,362,362
"CAS","BEG03",0,0,5,9,2,5,0,0,0
"CAS","BEG04",33,38,32,31,33,32,33,33,33
"CAS","ISS00",168,197,185,193,217,183,224,219,219
"CASDO","BXZ01",,1,13,18,20,22,22,22,22
"CASDO","BXZ02",,2,12,16,15,16,18,18,18
"CASDO","ISS00",,4,14,16,22,18,18,18,18
"CATSA","BEO00",,,,,,,,,
"CB","BEZ01",15,20,21,20,20,21,21,21,21
"CB","ISS00",3,3,4,4,4,4,4,4,4
"CBC","BFD00",,,,,,,,,
"CBSA","BUF01",321,339,306,317,279,326,329,321,304
"CBSA","BUF02",575,561,606,645,741,738,805,795,794
"CBSA","BUF03",130,143,132,135,158,169,171,181,180
"CBSA","BUF04",4836,5029,4463,4514,4764,5804,5728,5803,5713
"CBSA","BUF05",3129,3200,3407,3434,2753,2639,2609,2628,2573
"CBSA","BUF06",74,81,81,88,87,127,82,82,81
"CBSA","BUF07",259,197,176,152,205,210,209,209,209
"CBSA","BUF08",96,92,81,85,88,102,133,113,113
"CBSA","BUF09",120,130,123,124,126,120,131,131,126
"CBSA","BUF10",376,417,375,417,457,362,353,345,345
"CBSA","BUF11",90,132,152,173,205,180,174,201,176
"CBSA","BUF12",122,134,121,126,134,113,185,191,114
"CBSA","BUF13",,,,,594,586,593,594,594
"CBSA","BUG01",493,489,525,549,661,584,498,520,517
"CBSA","BUG02",128,146,132,140,181,177,178,192,186
"CBSA","BUG03",336,376,381,392,450,428,429,399,394
"CBSA","BUG04",281,340,301,335,361,384,358,362,361
"CBSA","BUG05",303,314,308,319,331,380,429,429,430
"CBSA","ISS01",563,630,771,958,887,749,733,743,735
"CBSA","ISS02",110,131,121,128,119,115,112,112,112
"CBSA","ISS03",9,10,8,8,9,9,11,12,11
"CBSA","ISS04",610,614,635,695,832,515,532,544,536
"CBSA","ISS05",236,240,256,270,271,296,312,328,316
"CBSA","ISS06",56,46,61,85,103,78,80,49,49
"CBSA","ISS07",439,445,630,715,684,394,447,458,401
"CBSA","ISS08",184,151,160,159,140,135,112,116,116
"CBSA","ISS09",28,37,35,43,44,34,35,35,35
"CBSA","ISS0Z",52,51,49,51,53,42,44,44,44
"CC","BFJ00",,,,,,,,,
"CCC","BYH00",,,,,,,,,
"CCMD","BTR01",500,514,492,493,512,490,493,493,493
"CCMD","ISS00",164,182,176,176,194,177,176,176,176
"CCOHS","BFZ01",63,62.3,70.8,80.2,69.1,75.5,80,80,80
"CCOHS","ISS00",18,21,26.8,26,32.8,31,30,30,30
"CCRA","BRA01",7706,8786,10653,13082,13887,9155,9844,8653,8424
"CCRA","BRA02",5262,5287,5058,6320,7136,6233,6255,6071,6029
"CCRA","BRA03",5437,5903,5345,5925,6795,6121,6291,6191,6112
"CCRA","BRA04",6963,7294,7191,,,,,,
"CCRA","BRA05",2999,3251,3308,,,,,,
"CCRA","BRA06",1530,1551,1577,1741,1917,1839,1899,1900,1834
"CCRA","BRA07",247,266,283,443,675,279,602,324,328
"CCRA","BRA08",150,150,144,185,205,122,122,120,120
"CCRA","BRA09",305,363,346,329,343,358,349,328,328
"CCRA","BRA10",141,196,200,192,211,217,239,236,239
"CCRA","BRA11",1049,1220,1313,1359,1439,1252,1531,1507,1502
"CCRA","BRA12",,,,10556,11740,11917,12775,12914,12845
"CCRA","BRB01",1135,1302,1463,2067,2614,1991,2389,1998,1861
"CCRA","BRC01",29,38,33,34,37,39,37,35,35
"CCRA","ISS01",1087,1177,1246,1539,1851,1408,1663,1548,1530
"CCRA","ISS02",439,261,262,367,311,381,388,355,354
"CCRA","ISS03",26,26,28,33,36,32,34,34,33
"CCRA","ISS04",1200,1260,1301,1450,1705,1269,1367,1308,1284
"CCRA","ISS05",609,632,661,696,714,831,869,822,801
"CCRA","ISS06",373,210,140,195,137,239,198,198,195
"CCRA","ISS07",3767,1955,2180,2848,2818,2476,2703,2455,2483
"CCRA","ISS08",232,236,231,244,257,269,250,245,245
"CCRA","ISS09",301,302,277,255,246,299,298,298,298
"CCRA","ISS0Z",88,87,84,90,94,92,92,91,90
"CDC","BGA00",,,,,,,,,
"CEAA","BGV01",63,106,111,,,,,,
"CEAA","BGV02",189,229,256,,,,,,
"CEAA","BGV03",,,,313,310,317,373,417,324
"CEAA","BGV04",,,,37,37,42,54,59,45
"CEAA","ISS20",57,70,79,84,84,84,113,112,81
"CEO","BGG01",238,399,320,492,,,,,
"CEO","BGG02",82,83,91,103,,,,,
"CEO","BGG03",98,120,110,164,,,,,
"CEO","BGG04",84,154,130,137,,,,,
"CEO","BXX01",,,43,43,,,,,
"CEO","BYG01",,,,,28,33,6,0,0
"CEO","BYI01",,,,,94,229,96,94,89
"CEO","BYI02",,,,,210,120,258,260,195
"CEO","BYI03",,,,,105,105,109,106,96
"CEO","BYI04",,,,,97,82,91,89,85
"CEO","BYJ01",,,,,44,60,59,59,59
"CEO","BYJ02",,,,,107,128,105,71,71
"CEO","BYJ03",,,,,32,26,32,32,31
"CEO","ISS00",216,239,262,311,320,269,303,298,290
"CFDC","BSQ00",,,,,,,,,
"CFDC","BSR00",,,,,,,,,
"CFDC","ISS00",,,,,,,,,
"CFGB","BUZ01",27,30,34,34,33,36,37,37,37
"CFGB","ISS00",12,15,14,13,15,13,12,12,12
"CFIA","BUH01",152,145,156,168.64,190,169,169,169,169
"CFIA","BUH02",16,17,15,23.36,24,16,16,16,16
"CFIA","BUH03",374,366,369,385.9,385,408,418,415,403
"CFIA","BUH04",250,244,242,270.77,298,261,275,269,261
"CFIA","BUH05",239,232,226,249.65,257,275,257,258,258
"CFIA","BUH06",63,60,67,69.82,74,61,73,68,66
"CFIA","BUH07",482,474,450,483.5,558,453,470,367,336
"CFIA","BUH08",238,219,215,215.86,227,236,272,224,212
"CFIA","BUH09",444,462,420,442.86,446,448,407,404,404
"CFIA","BUH10",128,130,159,143.83,147,137,109,108,109
"CFIA","BUH11",2244,2203,2319,2396.43,2380,2362,2290,2181,2137
"CFIA","BUH12",408,393,359,369.94,378,348,344,335,321
"CFIA","BUH13",29,44,41,41.58,41,30,22,22,22
"CFIA","BUH14",53,35,33,33.32,34,31,25,22,22
"CFIA","BUH15",67,73,85,110.65,120,65,65,25,19
"CFIA","ISS01",135,125,123,126.58,136,137,127,127,127
"CFIA","ISS02",95,96,107,125.71,128,109,119,119,119
"CFIA","ISS03",9,7,7,8.46,10,9,9,9,9
"CFIA","ISS04",270,267,267,305.2,343,275,285,285,285
"CFIA","ISS05",144,145,142,146.57,149,146,146,146,146
"CFIA","ISS06",47,41,41,63.99,73,50,60,60,60
"CFIA","ISS07",184,195,239,277.03,263,241,241,241,241
"CFIA","ISS08",63,61,60,60.42,55,58,58,58,58
"CFIA","ISS09",9,6,9,3.67,9,5,5,5,5
"CFIA","ISS0Z",18,16,17,21.92,23,25,25,25,25
"CGC","BGB01",228,227,221,227,220,234,228,228,228
"CGC","BGB02",58,56,50,56,62,59,63,63,63
"CGC","BGB03",39,39,35,36,43,40,43,43,43
"CGC","ISS00",118,125,130,145,148,149,151,151,151
"CH","BSD01",148.8,145.4,136.7,148.4,166.8,162.2,148,146,146
"CH","BSD02",126.3,134.7,129.4,133.1,131,116,132,132,120
"CH","BSD03",151.6,143.8,149.9,148.7,171.1,153.3,174,155,148
"CH","BSE01",156.9,131.1,108.6,116.5,130.3,121.1,128,125,125
"CH","BSE02",56.7,54,53.9,60.8,67.4,60.8,63,63,63
"CH","BSE03",126.1,126.9,118.1,140.8,150.7,138.7,152,145,145
"CH","BSE04",7,7.4,6.2,5.8,6.5,6,8,8,8
"CH","BSF01",104.8,103.5,96.4,100.6,108.6,105.9,103,103,103
"CH","BSG01",63.3,77.9,87.3,105.9,115.6,100.1,84,84,84
"CH","BSG02",12.1,12.1,15.9,20.1,13.5,15.1,13,13,13
"CH","BSG03",44.9,48.4,55.7,67.8,71.3,61.7,71,61,61
"CH","BSG04",20,25.7,35.9,40.5,41.6,40.9,45,45,43
"CH","BSH01",151.4,150.8,148.8,163.3,178.8,160.9,172,150,148
"CH","ISS01",252.7,259.2,276.7,286.2,300.4,344.7,310,310,310
"CH","ISS02",102.2,100.1,104.7,108.3,110.1,110.9,110,110,110
"CH","ISS03",4.8,4.5,4.3,4.8,4.1,4.5,4,4,4
"CH","ISS04",100.8,101.5,99.5,112.3,127.8,118,125,125,125
"CH","ISS05",65.7,64.8,66.5,66.4,69.2,69.6,70,70,70
"CH","ISS06",25.2,18.8,18.3,16.4,17.5,22.7,17,17,17
"CH","ISS07",101.2,91.4,91.8,105.6,107.2,106.2,102,102,102
"CH","ISS08",23.4,26.1,28,25.5,25.6,27.7,25,25,25
"CH","ISS09",3.2,6.1,4.7,5.5,5.1,5.8,5,5,5
"CH","ISS0Z",13.8,9.1,7.1,8.3,11.9,13.5,12,12,12
"CHRC","BSA01",24,25,29,33,39,38,36,34,34
"CHRC","BSB01",86,86,89,91,94,87,95,92,91
"CHRC","BSC01",9,16,32,53,57,70,63,61,61
"CHRC","ISS00",82,80,92,99,98,103,101,98,97
"CI","BGD01",799,770,748,721,898,749,1238,1287,1239
"CI","BGD02",220,269,257,428,541,238,430,426,445
"CI","BGD03",419,529,535,535,700,491,555,524,544
"CI","BGE01",460,565,543,802,846,733,778,752,771
"CI","BGE02",295,266,291,373,547,382,525,494,496
"CI","BGE03",709,700,687,831,928,712,940,951,901
"CI","BGE04",151,169,182,212,253,266,344,328,312
"CI","BGE05",260,309,296,366,586,461,810,652,336
"CI","BGE06",502,650,783,840,905,897,1049,1003,897
"CI","BGE07",330,361,347,385,472,415,441,454,449
"CI","BGF01",805,823,917,864,1102,944,1031,1067,1119
"CI","BGF02",770,859,896,893,960,872,994,982,925
"CI","ISS01",513,428,530,629,540,518,603,564,534
"CI","ISS02",143,151,149,157,185,192,220,212,205
"CI","ISS03",10,45,48,76,91,90,112,102,102
"CI","ISS04",308,322,354,386,453,281,451,420,412
"CI","ISS05",249,274,290,308,365,335,420,391,377
"CI","ISS06",55,72,69,86,99,81,127,117,94
"CI","ISS07",329,396,409,522,670,521,667,587,537
"CI","ISS08",59,58,52,54,62,67,104,103,95
"CI","ISS09",15,14,14,10,10,13,12,12,12
"CI","ISS0Z",13,8,16,13,16,20,19,19,18
"CICS","BWV01",20,22,20,20,22,25,25,25,25
"CICS","ISS00",6,8,7,8,8,7,7,7,7
"CIHR","BUI01",72,74,79,78,79,76,82,78,75
"CIHR","BUI02",34,36,39,50,53,47,53,56,49
"CIHR","BUI03",123,142,145,154,182,172,209,198,178
"CIHR","ISS01",58,78,78,90,100,78,91,87,83
"CIHR","ISS02",40,38,38,43,49,44,53,51,48
"CIHR","ISS03",2,1,1,,0,0,0,0,0
"CIHR","ISS04",23,25,25,29,33,27,31,29,29
"CIHR","ISS05",25,27,26,26,29,26,29,28,27
"CIHR","ISS06",12,15,12,15,17,16,18,18,18
"CIHR","ISS07",60,45,43,41,35,41,42,40,39
"CIHR","ISS08",6,6,6,6,6,6,7,7,7
"CIHR","ISS09",2,2,2,2,2,2,2,2,2
"CIHR","ISS0Z",4,3,3,4,5,6,8,8,8
"CMC","BRI00",,,,,,,,,
"CMHC","BGJ00",,,,,,,,,
"CMHC","BGK00",,,,,,,,,
"CMHC","BGL00",,,,,,,,,
"CMHR","BRL00",,,,,,,,,
"CMI","BRN00",,,,,,,,,
"CMN","BRQ00",,,,,,,,,
"CNEDA","BNL01",13,27,29,26,26,32,33,33,33
"CNEDA","BNL02",16,17,22,21,21,26,27,16,16
"CNEDA","BNL03",14,17,17,18,19,21,20,16,16
"CNEDA","BNL04",8,12,12,14,14,15,14,14,14
"CNEDA","ISS00",28,26,29,30,32,34,31,28,28
"CNMI","BTV00",,,,,,,,,
"CPC","BUD00",,,,,,,,,
"CPCC","BWX01",22,25,23,18,31,26,30,30,30
"CPCC","BWX02",11,11,14,13,9,18,14,14,14
"CPCC","ISS00",34,42,42,41,50,51,51,51,51
"CRRF","BYF00",,,,,,,,,
"CRTC","BRT01",114,120,122,122,136,138,156,138,138
"CRTC","BRT02",135,155,167,181,168,171,220,213,213
"CRTC","BRT03",81,90,89,89,85,89,92,90,90
"CRTC","ISS00",124,134,142,146,142,149,172,162,162
"CSA","BLM01",172.9,173.9,180.5,208.62,213.1,180.8,201,192,187
"CSA","BLM02",101.5,97.1,101.1,113.69,123.7,120.6,145,144,140
"CSA","BLM03",115.6,116.6,109.6,111.77,122.7,114.2,121,124,126
"CSA","ISS01",83.3,84.32,94.5,90.67,104.3,116.7,107,107,107
"CSA","ISS02",32.8,33.04,32.7,30.44,34.51,39,25,24,24
"CSA","ISS03",0.1,0.21,1,1,0.2,1,1,1,1
"CSA","ISS04",38.6,40.72,44.1,49.21,64.43,62.5,65,65,65
"CSA","ISS05",37.8,38.94,43,50.11,49.33,52.5,45,45,45
"CSA","ISS06",22.8,19.88,23.6,22.36,24.25,30,30,30,30
"CSA","ISS07",33.5,35.17,38.8,44.52,47.33,65.8,46,46,46
"CSA","ISS08",25,25.4,25.7,29.2,33.91,26.6,29,31,31
"CSA","ISS09",4.7,5.09,5.2,4.51,4.49,5.2,3,3,3
"CSA","ISS0Z",6.8,7.13,8.9,10.12,11.1,9.1,11,11,11
"CSC","BUJ01",938,959,961,1034,1104,1075,1104,921,921
"CSC","BUJ02",6547,6438,6429,6391,6234,6573,6322,6322,6322
"CSC","BUJ03",91,86,91,86,83,89,85,85,85
"CSC","BUJ04",750,769,886,950,968,879,969,969,969
"CSC","BUJ05",660,682,706,702,725,823,765,811,811
"CSC","BUJ06",433,438,475,505,483,445,476,476,476
"CSC","BUJ07",942,971,1028,1047,1036,970,1021,1021,1021
"CSC","BUJ08",,,,,200,195,198,198,198
"CSC","BUK01",2326,2371,2360,2385,2386,2373,2376,2376,2376
"CSC","BUK02",79,79,76,78,78,75,76,76,76
"CSC","BUK03",17,17,20,20,20,20,20,20,20
"CSC","BUK04",1,1,1,1,1,1,1,1,1
"CSC","BUK05",116,115,,,,,,,
"CSC","BUK06",549,567,,,,,,,
"CSC","BUK07",128,128,,,,,,,
"CSC","BUK08",155,167,175,180,178,177,178,178,178
"CSC","BUK09",620,642,596,571,562,592,598,598,598
"CSC","BUK10",206,223,239,234,244,240,240,240,240
"CSC","BUK11",,,822,841,876,834,873,873,873
"CSC","BUL01",120,119,120,126,128,130,128,128,128
"CSC","BUL02",1,0,0,0,0,0,0,0,0
"CSC","BUL03",3,8,6,5,5,5,5,5,5
"CSC","BUL04",104,104,104,103,104,100,105,105,105
"CSC","ISS01",728,744,755,749,785,807,793,793,793
"CSC","ISS02",55,57,58,61,63,63,64,64,64
"CSC","ISS03",7,8,6,6,8,10,10,10,10
"CSC","ISS04",692,779,752,799,915,810,867,867,867
"CSC","ISS05",396,393,405,413,415,413,418,418,418
"CSC","ISS06",49,40,49,54,57,62,57,57,57
"CSC","ISS07",458,498,527,546,573,518,562,562,562
"CSC","ISS08",5,4,6,6,9,6,9,9,9
"CSC","ISS09",114,109,113,117,107,112,106,106,106
"CSC","ISS0Z",76,82,80,82,88,85,85,85,85
"CSEC","BUM00",,,,,,,,,
"CSEC","BUM01",,,,,,,,,
"CSEC","BUM02",,,,,,,,,
"CSEC","BUM03",,,,,,,,,
"CSEC","BUM04",,,,,,,,,
"CSIS","BUY00",,,,,,,,,
"CTA","BTT01",39,46,52,51,52,43,,,
"CTA","BTT02",91,108,137,123,112,75,117,117,117
"CTA","BTT03",68,69,64,71,68,68,69,69,69
"CTA","ISS00",60,63,66,68,70,54,52,52,52
"CTAIB","BWA01",87,100,92,94,85,94,95,95,95
"CTAIB","BWA02",36,34,39,39,44,41,39,39,39
"CTAIB","BWA03",37,35,39,42,42,38,38,38,38
"CTAIB","BWA04",3,4,4,4,5,4,4,4,4
"CTAIB","ISS00",46,47,50,47,51,50,51,51,51
"EA","BVB01",277,194,168,156,188,194,194,216,215
"EA","BVB02",37,,,,,,,,
"EA","BVB03",145,155,152,235,145,142,134,133,136
"EA","BVB04",60,65,68,66,68,75,77,77,77
"EA","BVB05",59,61,58,63,74,78,66,67,67
"EA","BVB06",524,589,602,598,592,627,607,607,617
"EA","BVB07",479,516,497,498,501,521,488,488,488
"EA","BVB08",365,351,365,365,346,348,338,344,340
"EA","BVB09",84,92,94,97,93,89,94,94,94
"EA","BVB10",38,32,28,41,41,43,33,33,33
"EA","BVB11",11,12,,,,,,,
"EA","BVB12",13,12,,,,,,,
"EA","BVB13",24,25,,,,,,,
"EA","BVB14",21,19,,,,,,,
"EA","BVB15",13,11,,,,,,,
"EA","BVB16",52,,,,,,,,
"EA","BVB17",212,115,,,,,,,
"EA","BVB18",,16,,,,,,,
"EA","BVB19",,54,204,160,299,263,266,266,271
"EA","BVB20",,,106,90,100,110,108,108,108
"EA","BVC01",330,278,261,243,279,254,254,225,225
"EA","BVC02",37,113,133,132,77,130,106,103,103
"EA","BVC03",393,380,426,412,430,440,454,454,454
"EA","BVC04",73,96,101,88,109,99,100,100,99
"EA","BVC05",277,313,299,314,295,304,288,288,288
"EA","BVC06",332,357,343,352,352,360,364,364,364
"EA","BVC07",346,394,407,404,420,423,463,465,465
"EA","BVC08",111,107,107,112,107,100,111,111,111
"EA","BVD01",34,36,33,32,32,40,40,43,45
"EA","BVD02",21,20,15,12,11,12,13,13,13
"EA","BVD03",115,134,142,133,134,154,134,135,135
"EA","BVD04",47,76,85,89,114,123,131,134,135
"EA","BVD05",25,84,92,105,94,93,104,104,104
"EA","BVD06",17,20,58,62,25,22,19,19,24
"EA","BVD07",0,27,25,25,25,24,25,25,25
"EA","BVD08",4,4,5,7,7,8,7,7,7
"EA","BVD09",156,89,93,63,78,87,93,93,95
"EA","BVD10",125,126,113,120,120,121,126,126,126
"EA","BVD11",137,131,127,133,152,152,158,158,158
"EA","BVD12",235,247,240,246,254,232,257,257,257
"EA","BVD13",96,103,100,94,84,97,93,94,94
"EA","BVD14",,,6,6,7,7,10,10,10
"EA","BVE01",328,358,360,369,361,348,513,510,506
"EA","BVE02",43,40,45,34,26,26,52,50,51
"EA","BVF01",96,109,120,125,114,136,129,126,126
"EA","BVF02",38,38,47,42,44,52,48,49,49
"EA","BVF03",3816,3658,3385,3630,3539,3555,3774,3774,3789
"EA","BVF04",40,40,42,41,43,52,57,57,57
"EA","BVF05",68,87,103,100,100,95,109,109,109
"EA","BVF06",125,158,155,152,151,157,156,155,155
"EA","BVF07",83,140,217,122,256,265,108,106,106
"EA","BVF08",205,252,276,318,372,341,238,224,218
"EA","ISS01",369,388,393,359,385,458,413,420,421
"EA","ISS02",210,211,206,208,250,254,231,225,225
"EA","ISS03",20,20,22,22,20,23,29,31,31
"EA","ISS04",333,459,489,483,486,489,500,501,500
"EA","ISS05",322,421,395,389,419,410,423,417,415
"EA","ISS06",46,57,66,46,46,63,62,60,59
"EA","ISS07",117,130,127,135,137,88,88,82,80
"EA","ISS08",76,83,112,113,98,87,79,78,78
"EA","ISS09",0,0,0,0,0,0,0,0,0
"EA","ISS0Z",19,55,63,68,60,102,82,81,81
"EC","BGR01",325,395.43,430,492,642,640,672,691,661
"EC","BGR02",48,52.71,49,114,119,123,117,117,117
"EC","BGR03",136,145.44,132,138,122,134,117,118,118
"EC","BGS01",464,488.32,486,500,451,507,451,452,450
"EC","BGS02",611,625.96,588,589,641,601,569,549,549
"EC","BGS03",61,61.61,55,64,59,60,58,55,53
"EC","BGS04",714,749.52,738,718,732,683,750,648,642
"EC","BGS05",346,367.23,365,358,372,369,369,355,358
"EC","BGT01",293,360.76,373,391,434,454,253,253,253
"EC","BGT02",259,281.16,285,281,301,266,320,323,315
"EC","BGT03",167,229.04,231,265,352,389,302,308,302
"EC","BGT04",39,36.84,38,60,81,59,45,45,45
"EC","BGT05",130,121.69,125,148,154,145,163,174,159
"EC","BGT06",138,146.41,145,157,165,164,160,159,159
"EC","BGU01",1329,1358.3,1340,1345,1340,1330,1275,1266,1266
"EC","BGU02",298,347.52,360,369,382,381,291,278,278
"EC","ISS11",413,425.22,444,443,477,433,475,473,472
"EC","ISS12",170,164.76,149,158,173,164,168,166,164
"EC","ISS13",12,10.26,17,18,15,18,16,16,16
"EC","ISS14",292,309.77,274,278,301,285,296,295,293
"EC","ISS15",213,217.08,211,228,243,229,230,228,227
"EC","ISS16",75,81.71,77,77,83,78,84,85,85
"EC","ISS17",229,250.92,249,296,306,312,326,323,322
"EC","ISS18",107,115.26,115,121,119,127,114,112,111
"EC","ISS19",39,36.66,36,39,38,39,39,39,39
"EC","ISS1Z",35,32.99,32,40,42,41,39,39,38
"EDC","BXE01",,,,,,,,,
"ERC","BEN00",9.72,,,,,,,,
"ERC","BXJ01",,14.9,16.5,22.3,23.6,33,33,33,33
"FBCL","BTU00",,,,,,,,,
"FCAC","BUT01",30,36,46,53,,,,,
"FCAC","BUT02",,,,,,,,,
"FCAC","BUU01",33.3,30,29,35,,,,,
"FCAC","ISS00",65.2,77,85,94,,,,,
"FEDNO","BYL01",,,,,0,0,50,34,34
"FEDNO","BYL02",,,,,0,0,8,11,11
"FEDNO","BYL03",,,,,51,87,25,36,36
"FEDNO","ISS00",,,,,38,15,32,31,31
"FEDSO","BNM01",12,,,,,,,,
"FEDSO","BNM02",8,,,,,,,,
"FEDSO","BNM03",19,,,,,,,,
"FEDSO","BNM04",15,,,,,,,,
"FEDSO","BNM05",18,,,,,,,,
"FEDSO","BNM06",11,,,,,,,,
"FEDSO","BNM07",10,,,,,,,,
"FEDSO","BNM08",8,,,,,,,,
"FEDSO","BNM09",11,,,,,,,,
"FEDSO","BNM10",,94,79,95,91,96,79,68,66
"FEDSO","BNM11",,45,46,56,61,64,45,39,38
"FEDSO","BNM12",,45,86,102,86,78,59,50,49
"FEDSO","ISS00",120,87,84,95,122,95,104,99,95
"FIN","BUV01",149,152,157,159,163,203,204,194,194
"FIN","BUV02",78,76,78,82,83,91,92,92,92
"FIN","BUV03",52,57,61,65,73,80,81,71,71
"FIN","BUV04",70,70,69,69,64,67,67,67,67
"FIN","BUV05",99,101,100,110,120,119,116,107,104
"FIN","BUV06",64,62,63,62,60,73,73,73,73
"FIN","BUV07",1,1,3,3,3,3,3,3,3
"FIN","BUV08",3,4,4,4,3,3,3,3,3
"FIN","BUV09",6,7,6,6,5,5,5,5,5
"FIN","BUV10",1,1,1,1,1,1,1,1,1
"FIN","BUV11",25,27,27,28,27,32,32,32,32
"FIN","ISS01",,72,88,85,86,73,73,73,72
"FIN","ISS02",,67,77,75,74,61,62,60,60
"FIN","ISS03",,9,10,9,10,10,10,10,10
"FIN","ISS04",,50,47,47,48,39,39,37,38
"FIN","ISS05",,15,15,17,15,13,13,13,13
"FIN","ISS06",,10,9,8,8,10,10,10,10
"FIN","ISS07",,40,41,49,59,30,30,30,30
"FIN","ISS08",,15,13,12,13,8,8,8,8
"FIN","ISS09",,2,2,2,2,2,2,2,2
"FIN","ISS0Z",,6,6,6,7,6,6,6,6
"FJA","BNZ01",0,0,0,0,0,0,0,0,0
"FJA","BNZ02",43.5,45.5,46.5,49.5,47.5,49.5,50,50,50
"FJA","BNZ03",11,11,11,11,9,11,11,11,11
"FJA","ISS00",5.5,5.5,5.5,5.5,5.5,5.5,6,6,6
"FO","BTF01",446,498,521,629,622,638,566,565,564
"FO","BTF02",156,182,233,325,310,287,303,302,281
"FO","BTF03",84,86,90,105,110,92,89,84,84
"FO","BTF04",199,217,229,242,262,306,394,429,443
"FO","BTF05",45,37,30,42,40,48,46,46,46
"FO","BTF06",193,197,190,213,224,232,229,191,185
"FO","BTF07",725,762,768,780,794,837,848,963,964
"FO","BTF08",52,49,46,50,50,44,43,43,43
"FO","BTF09",18,31,29,35,26,17,19,19,19
"FO","BTF10",114,110,106,105,89,96,94,94,94
"FO","BTF11",784,844,890,1011,1025,901,949,925,926
"FO","BTF12",57,59,74,105,127,95,99,89,89
"FO","BTF13",,,39,51,55,51,45,21,21
"FO","BTG01",348,446,528,579,584,550,411,415,375
"FO","BTG02",26,86,75,80,91,75,110,118,118
"FO","BTG03",138,160,176,188,231,244,147,145,145
"FO","BTG04",162,162,172,229,333,288,258,256,256
"FO","BTG05",468,475,517,568,654,503,481,477,471
"FO","BTG06",137,145,125,119,117,102,92,92,92
"FO","BTG07",10,16,14,,,,,,
"FO","BTH01",7,8,7,9,10,8,6,6,6
