dept_code,dimension,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year,avg_share
CEO,40-44,89,73,64,74,89,0.13858
CEO,45-49,77,76,76,84,83,0.14108
CEO,50-54,67,73,71,82,80,0.13288
CEO,55-59,49,52,59,58,60,0.09904
CEO,60-64,15,21,27,30,27,0.04275
CEO,65-69,6,2,4,7,3,0.00784
CEO,< 20,2,.,3,2,.,0.00249
CEO,70 +,2,1,1,2,.,0.00214
CFGB,25-29,1,2,2,1,2,0.04255
CFGB,30-34,4,2,1,2,2,0.05851
CFGB,35-39,4,6,5,7,5,0.14362
CFGB,40-44,4,5,7,5,2,0.12234
CFGB,45-49,5,4,3,5,8,0.13298
CFGB,50-54,9,14,12,10,6,0.27128
CFGB,55-59,7,2,5,9,8,0.16489
CFGB,60-64,1,2,1,2,1,0.03723
CFGB,65-69,1,1,1,.,.,0.01596
CFGB,70 +,.,.,.,1,1,0.01064
CFIA,20-24,165,105,138,105,101,0.01974
CFIA,25-29,544,477,418,345,311,0.06735
CFIA,30-34,981,878,851,678,624,0.12899
CFIA,35-39,955,967,1045,1067,1054,0.16358
CFIA,40-44,839,874,915,900,944,0.14378
CFIA,45-49,989,902,921,877,842,0.14567
CFIA,50-54,1044,978,931,949,962,0.15638
CFIA,55-59,726,729,733,716,711,0.11622
CFIA,60-64,266,260,274,284,309,0.04479
CFIA,65-69,56,68,72,68,71,0.01077
CFIA,< 20,1,3,6,5,3,0.00058
CFIA,70 +,14,13,11,15,14,0.00215
CGC,20-24,16,8,7,8,7,0.01819
CGC,25-29,57,40,18,20,22,0.06208
CGC,30-34,71,54,39,43,43,0.09885
CGC,35-39,76,73,54,53,52,0.12179
CGC,40-44,78,78,55,64,62,0.13325
CGC,45-49,94,86,61,50,47,0.13365
CGC,50-54,166,141,104,91,89,0.23369
CGC,55-59,81,92,53,54,57,0.13325
CGC,60-64,33,41,19,22,21,0.05378
CGC,65-69,7,11,3,3,2,0.01028
CGC,70 +,1,1,.,.,1,0.00119
CH,20-24,62,50,75,74,75,0.03696
CH,25-29,133,98,98,87,95,0.05622
CH,30-34,266,197,174,165,149,0.10462
CH,35-39,295,309,316,294,289,0.16535
CH,40-44,289,262,275,282,298,0.15468
CH,45-49,279,261,277,282,286,0.15237
CH,50-54,335,324,333,289,285,0.17228
CH,55-59,208,160,166,188,181,0.09934
CH,60-64,92,66,74,79,70,0.04191
CH,65-69,15,15,21,19,16,0.00946
CH,< 20,1,5,3,1,6,0.00176
CH,70 +,6,6,9,13,12,0.00506
CHRC,20-24,5,7,11,7,8,0.03682
CHRC,25-29,19,18,15,13,16,0.07849
CHRC,30-34,20,26,19,23,26,0.11047
CHRC,35-39,32,27,27,30,25,0.13663
CHRC,40-44,18,22,22,28,31,0.11725
CHRC,45-49,44,42,35,27,20,0.16279
CHRC,50-54,31,34,30,33,37,0.15988
CHRC,55-59,23,22,24,27,25,0.11725
CHRC,60-64,12,12,12,8,9,0.05136
CHRC,65-69,3,4,4,6,7,0.02326
CHRC,< 20,2,1,.,2,1,0.00581
CHRT,25-29,3,3,3,.,.,0.14754
CHRT,30-34,3,2,3,.,.,0.13115
CHRT,35-39,3,5,2,.,.,0.16393
CHRT,40-44,2,2,3,.,.,0.11475
CHRT,45-49,6,5,4,.,.,0.2459
CHRT,50-54,3,3,4,.,.,0.16393
CHRT,55-59,.,1,.,.,.,0.01639
CHRT,60-64,.,.,1,.,.,0.01639
CI,20-24,247,257,340,405,403,0.05743
CI,25-29,545,500,637,740,730,0.10957
CI,30-34,736,717,876,894,947,0.14496
CI,35-39,680,709,927,1046,1096,0.15497
CI,40-44,636,635,788,837,885,0.13144
CI,45-49,702,652,762,755,831,0.12869
CI,50-54,685,656,761,783,787,0.12765
CI,55-59,502,436,487,534,529,0.08649
CI,60-64,220,202,246,272,260,0.04172
CI,65-69,40,48,55,80,75,0.01036
CI,< 20,14,30,42,28,32,0.00508
CI,70 +,10,8,6,11,12,0.00163
CICS,20-24,.,.,.,1,1,0.0177
CICS,25-29,3,3,5,3,1,0.13274
CICS,30-34,2,2,2,4,7,0.15044
CICS,40-44,1,1,1,.,1,0.0354
CICS,45-49,2,2,2,2,3,0.09735
CICS,50-54,6,6,5,5,4,0.23009
CICS,55-59,3,4,4,4,1,0.14159
CICS,60-64,3,3,3,3,2,0.12389
CICS,65-69,1,2,2,1,2,0.0708
CIDA,20-24,58,42,.,.,.,0.02909
CIDA,25-29,150,127,.,.,.,0.08057
CIDA,30-34,235,205,.,.,.,0.12798
CIDA,35-39,284,257,.,.,.,0.15736
CIDA,40-44,260,243,.,.,.,0.14631
CIDA,45-49,266,248,.,.,.,0.14951
CIDA,50-54,282,254,.,.,.,0.1559
CIDA,55-59,194,144,.,.,.,0.09831
CIDA,60-64,87,55,.,.,.,0.0413
CIDA,65-69,23,16,.,.,.,0.01134
CIDA,< 20,1,.,.,.,.,0.00029
CIDA,70 +,3,4,.,.,.,0.00204
CIHR,20-24,5,5,13,21,12,0.02704
CIHR,25-29,38,30,29,28,19,0.06953
CIHR,30-34,72,63,71,61,59,0.15741
CIHR,35-39,76,72,73,86,83,0.18831
CIHR,40-44,66,76,73,66,71,0.16997
CIHR,45-49,64,51,53,61,55,0.13713
CIHR,50-54,54,49,48,55,57,0.12699
CIHR,55-59,34,35,40,36,32,0.08547
CIHR,60-64,14,12,9,12,14,0.02945
CIHR,65-69,1,1,2,5,7,0.00773
CIHR,< 20,.,.,1,1,.,0.00097
CIRB,20-24,1,2,2,.,.,0.01866
CIRB,25-29,8,6,3,.,.,0.06343
CIRB,30-34,8,10,15,.,.,0.12313
CIRB,35-39,8,7,5,.,.,0.07463
CIRB,40-44,10,12,12,.,.,0.12687
CIRB,45-49,15,12,9,.,.,0.13433
CIRB,50-54,18,21,17,.,.,0.20896
CIRB,55-59,8,9,8,.,.,0.09328
CIRB,60-64,11,9,12,.,.,0.1194
CIRB,65-69,2,3,3,.,.,0.02985
CIRB,70 +,.,.,2,.,.,0.00746
CITT,20-24,5,3,6,.,.,0.06167
CITT,25-29,5,7,10,.,.,0.09692
CITT,30-34,8,10,7,.,.,0.11013
CITT,35-39,16,13,12,.,.,0.18062
CITT,40-44,17,16,16,.,.,0.21586
CITT,45-49,7,5,8,.,.,0.08811
CITT,50-54,9,9,7,.,.,0.11013
CITT,55-59,9,9,10,.,.,0.12335
CITT,60-64,1,1,.,.,.,0.00881
CITT,65-69,.,.,1,.,.,0.00441
CNEDA,20-24,.,.,.,2,4,0.03947
CNEDA,25-29,.,.,.,9,5,0.09211
CNEDA,30-34,.,.,.,8,7,0.09868
CNEDA,35-39,.,.,.,10,10,0.13158
CNEDA,40-44,.,.,.,10,12,0.14474
CNEDA,45-49,.,.,.,6,11,0.11184
CNEDA,50-54,.,.,.,12,11,0.15132
CNEDA,55-59,.,.,.,12,9,0.13816
CNEDA,60-64,.,.,.,5,7,0.07895
CNEDA,65-69,.,.,.,1,.,0.00658
CNEDA,< 20,.,.,.,.,1,0.00658
CPAC,25-29,1,2,1,1,1,0.06897
CPAC,30-34,2,2,1,2,2,0.10345
CPAC,35-39,1,.,2,2,2,0.08046
CPAC,40-44,2,2,2,1,1,0.09195
CPAC,45-49,3,2,3,4,4,0.18391
CPAC,50-54,3,5,3,4,3,0.2069
CPAC,55-59,1,.,1,2,2,0.06897
CPAC,60-64,3,3,1,1,1,0.10345
CPAC,65-69,.,.,3,2,2,0.08046
CPAC,< 20,.,.,.,.,1,0.01149
CPCC,20-24,.,.,.,1,3,0.0597
CPCC,25-29,.,3,2,3,7,0.22388
CPCC,30-34,.,.,1,1,1,0.04478
CPCC,35-39,.,.,.,1,2,0.04478
CPCC,40-44,.,1,2,2,2,0.10448
CPCC,45-49,.,1,1,1,5,0.1194
CPCC,50-54,2,1,1,2,5,0.16418
CPCC,55-59,2,3,3,2,2,0.1791
CPCC,60-64,.,.,1,1,1,0.04478
CPCC,65-69,.,.,.,.,1,0.01493
CRTC,20-24,17,8,10,21,15,0.03167
CRTC,25-29,42,44,33,44,40,0.09054
CRTC,30-34,69,66,62,70,73,0.15165
CRTC,35-39,59,68,85,82,80,0.16682
CRTC,40-44,41,43,46,43,60,0.10393
CRTC,45-49,63,57,41,47,46,0.11329
CRTC,50-54,71,72,75,73,65,0.15879
CRTC,55-59,52,45,45,51,39,0.10348
CRTC,60-64,26,29,27,23,22,0.05665
CRTC,65-69,10,10,8,7,8,0.01918
CRTC,< 20,.,2,1,.,1,0.00178
CRTC,70 +,1,.,2,1,1,0.00223
CSA,20-24,30,24,11,14,16,0.02919
CSA,25-29,58,28,14,13,14,0.03902
CSA,30-34,69,50,46,44,40,0.0765
CSA,35-39,105,102,93,74,81,0.13978
CSA,40-44,113,104,107,97,98,0.15945
CSA,45-49,136,120,112,109,107,0.17942
CSA,50-54,122,120,117,109,108,0.17696
CSA,55-59,69,68,71,81,89,0.11613
CSA,60-64,38,29,33,35,38,0.05315
CSA,65-69,11,18,17,24,24,0.02888
CSA,< 20,3,.,.,.,.,0.00092
CSA,70 +,1,.,.,.,1,0.00061
CSC,20-24,519,392,367,286,248,0.02
CSC,25-29,1858,1726,1541,1372,1168,0.08462
CSC,30-34,2491,2375,2305,2182,2105,0.12649
CSC,35-39,3070,2905,2862,2702,2551,0.15555
CSC,40-44,3111,3164,3213,3222,3172,0.17533
CSC,45-49,2910,2853,2824,2779,2812,0.15652
CSC,50-54,2522,2536,2553,2553,2551,0.14037
CSC,55-59,1686,1697,1682,1642,1605,0.09176
CSC,60-64,663,647,681,671,706,0.03718
CSC,65-69,149,170,191,192,212,0.01009
CSC,< 20,7,7,7,6,7,0.00038
CSC,70 +,26,29,33,32,35,0.00171
CSEC,20-24,75,65,99,80,81,0.03788
CSEC,25-29,172,179,178,177,162,0.08219
CSEC,30-34,326,320,295,284,247,0.13938
CSEC,35-39,282,335,369,383,399,0.16741
CSEC,40-44,253,266,285,285,304,0.1319
CSEC,45-49,315,311,311,291,294,0.14412
CSEC,50-54,330,342,347,371,338,0.16362
CSEC,55-59,147,162,181,190,222,0.08541
CSEC,60-64,61,63,76,79,81,0.03409
CSEC,65-69,17,24,19,20,28,0.01023
CSEC,< 20,.,1,3,.,1,0.00047
CSEC,70 +,7,7,8,8,5,0.00331
CTA,20-24,13,13,.,9,10,0.03775
CTA,25-29,25,14,10,17,17,0.06963
CTA,30-34,28,28,25,24,20,0.10487
CTA,35-39,36,35,39,36,33,0.15017
CTA,40-44,23,30,26,31,37,0.12332
CTA,45-49,38,40,36,31,23,0.14094
CTA,50-54,45,42,37,42,48,0.17953
CTA,55-59,26,28,30,32,32,0.12416
CTA,60-64,9,7,13,13,16,0.04866
CTA,65-69,6,5,2,4,2,0.01594
CTA,< 20,1,1,.,2,1,0.00419
CTA,70 +,.,1,.,.,.,0.00084
CTAIB,20-24,1,1,1,2,3,0.00763
CTAIB,25-29,7,8,11,7,2,0.03337
CTAIB,30-34,15,10,12,7,9,0.05052
CTAIB,35-39,16,17,19,21,25,0.09342
CTAIB,40-44,24,25,22,25,24,0.11439
CTAIB,45-49,41,30,32,28,26,0.14967
CTAIB,50-54,40,45,49,59,58,0.23928
CTAIB,55-59,42,42,36,39,40,0.1897
CTAIB,60-64,19,17,18,21,25,0.09533
CTAIB,65-69,10,6,2,3,3,0.02288
CTAIB,70 +,1,1,1,1,.,0.00381
EA,20-24,327,301,146,170,181,0.03439
EA,25-29,829,666,441,391,365,0.08229
EA,30-34,1256,1209,816,798,714,0.14651
EA,35-39,1178,1208,971,965,960,0.16146
EA,40-44,1017,1028,939,931,967,0.14923
EA,45-49,976,948,852,876,850,0.13762
EA,50-54,894,889,839,798,804,0.12912
EA,55-59,632,610,617,620,606,0.0943
EA,60-64,327,301,298,303,323,0.04744
EA,65-69,78,82,85,98,102,0.0136
EA,< 20,24,10,4,3,1,0.00128
EA,70 +,17,17,19,20,17,0.00275
EC,20-24,366,334,349,338,350,0.05297
EC,25-29,585,561,564,566,509,0.08493
EC,30-34,803,736,756,781,753,0.11677
EC,35-39,975,956,953,955,902,0.14459
EC,40-44,908,872,901,971,977,0.14117
EC,45-49,1044,954,950,897,878,0.14404
EC,50-54,1018,986,1034,1029,1003,0.15462
EC,55-59,686,658,649,669,703,0.10262
EC,60-64,264,244,259,282,286,0.04071
EC,65-69,62,67,72,68,77,0.01055
EC,< 20,43,34,54,30,22,0.00558
EC,70 +,8,6,9,9,15,0.00143
ERC,30-34,.,1,1,1,1,0.14815
ERC,35-39,1,1,1,.,.,0.11111
ERC,40-44,1,1,1,2,1,0.22222
ERC,45-49,.,1,1,.,1,0.11111
ERC,50-54,.,1,.,2,3,0.22222
ERC,55-59,1,1,1,1,1,0.18519
FCAC,20-24,1,1,2,2,5,0.02771
FCAC,25-29,15,10,8,6,6,0.11335
FCAC,30-34,12,14,16,16,18,0.19144
FCAC,35-39,14,19,19,22,22,0.24181
FCAC,40-44,6,8,11,16,18,0.14861
FCAC,45-49,7,7,4,3,5,0.06549
FCAC,50-54,6,7,10,8,9,0.10076
FCAC,55-59,3,3,5,6,7,0.06045
FCAC,60-64,2,1,1,3,2,0.02267
FCAC,65-69,2,3,2,1,.,0.02015
FCAC,< 20,.,.,.,.,1,0.00252
FCAC,70 +,.,.,.,1,1,0.00504
FEDSO,20-24,19,9,12,5,9,0.04878
FEDSO,25-29,42,44,27,26,22,0.14544
FEDSO,30-34,38,42,40,43,35,0.17886
FEDSO,35-39,37,28,40,40,43,0.16983
FEDSO,40-44,24,24,22,25,29,0.11201
FEDSO,45-49,26,26,30,27,29,0.12466
FEDSO,50-54,21,24,32,30,24,0.11834
FEDSO,55-59,12,13,14,15,18,0.06504
FEDSO,60-64,5,6,6,5,5,0.02439
FEDSO,65-69,1,.,1,2,3,0.00632
FEDSO,< 20,.,2,.,.,5,0.00632
FIN,20-24,21,14,10,15,16,0.02018
FIN,25-29,124,106,97,77,82,0.12905
FIN,30-34,141,134,141,145,128,0.18295
FIN,35-39,131,142,130,138,134,0.17924
FIN,40-44,96,100,100,113,116,0.13941
FIN,45-49,90,98,109,100,90,0.12931
FIN,50-54,100,95,87,80,86,0.11896
FIN,55-59,53,40,50,56,64,0.06984
FIN,60-64,22,21,20,12,11,0.02284
FIN,65-69,2,5,7,6,6,0.0069
FIN,< 20,.,1,.,.,.,0.00027
FIN,70 +,1,.,.,1,2,0.00106
FJA,20-24,2,.,1,1,.,0.01316
FJA,25-29,3,4,2,1,3,0.04276
FJA,30-34,8,12,4,5,3,0.10526
FJA,35-39,6,7,9,8,13,0.14145
FJA,40-44,10,10,7,6,8,0.13487
FJA,45-49,11,12,16,14,10,0.20724
FJA,50-54,10,9,7,6,7,0.12829
FJA,55-59,11,7,7,5,7,0.12171
FJA,60-64,2,3,3,7,7,0.07237
FJA,65-69,3,2,.,.,.,0.01645
FJA,< 20,.,1,.,.,.,0.00329
FJA,70 +,.,.,2,1,1,0.01316
FO,20-24,341,306,311,356,318,0.03204
FO,25-29,822,722,641,623,674,0.06836
FO,30-34,1114,1037,994,979,991,0.10042
FO,35-39,1273,1230,1201,1259,1279,0.12255
FO,40-44,1382,1316,1313,1265,1304,0.12919
FO,45-49,1736,1581,1421,1363,1346,0.14621
FO,50-54,2105,2052,2035,1922,1799,0.19462
FO,55-59,1446,1365,1340,1386,1425,0.13669
FO,60-64,545,518,516,517,554,0.05203
FO,65-69,111,114,133,145,156,0.01294
FO,< 20,33,32,28,22,28,0.00281
FO,70 +,15,21,25,21,27,0.00214
FORDQ,20-24,23,17,18,15,11,0.04795
FORDQ,25-29,27,27,29,29,22,0.07648
FORDQ,30-34,38,30,24,21,26,0.07934
FORDQ,35-39,60,55,54,41,40,0.14269
FORDQ,40-44,50,39,47,44,47,0.12957
FORDQ,45-49,62,53,47,42,46,0.14269
FORDQ,50-54,84,59,57,65,60,0.1855
FORDQ,55-59,43,41,50,49,53,0.1347
FORDQ,60-64,12,15,14,17,16,0.04224
FORDQ,65-69,2,3,8,8,8,0.01655
FORDQ,70 +,.,.,.,.,4,0.00228
FTRAC,20-24,35,25,12,27,36,0.07393
FTRAC,25-29,54,51,38,33,43,0.11993
FTRAC,30-34,60,57,53,56,63,0.15827
FTRAC,35-39,67,67,70,61,51,0.17306
FTRAC,40-44,72,73,67,68,61,0.18675
FTRAC,45-49,35,46,49,53,64,0.13527
FTRAC,50-54,28,30,35,30,30,0.08379
FTRAC,55-59,20,20,16,21,20,0.05312
FTRAC,60-64,4,5,6,4,5,0.01314
FTRAC,65-69,.,.,.,1,.,0.00055
FTRAC,< 20,1,.,1,1,1,0.00219
GG,20-24,5,6,1,6,7,0.03121
GG,25-29,12,10,13,12,14,0.07615
GG,30-34,14,15,14,15,17,0.09363
GG,35-39,22,24,24,27,23,0.14981
GG,40-44,25,23,26,25,31,0.1623
GG,45-49,28,21,21,16,14,0.12484
GG,50-54,27,25,23,26,25,0.1573
GG,55-59,19,18,17,15,21,0.11236
GG,60-64,7,9,7,6,6,0.0437
GG,65-69,5,5,7,5,5,0.03371
GG,< 20,.,.,.,1,.,0.00125
GG,70 +,2,2,2,2,3,0.01373
GSC,20-24,495,329,298,380,400,0.03071
GSC,25-29,1147,957,843,790,740,0.07228
GSC,30-34,1453,1281,1262,1227,1210,0.10386
GSC,35-39,1631,1539,1604,1650,1638,0.13015
GSC,40-44,1700,1545,1507,1589,1669,0.12931
GSC,45-49,2145,1895,1826,1767,1740,0.15132
GSC,50-54,2511,2231,2214,2153,2101,0.18098
GSC,55-59,1676,1515,1572,1621,1578,0.12854
GSC,60-64,687,632,606,655,700,0.05295
GSC,65-69,179,166,180,209,217,0.01535
GSC,< 20,15,15,19,18,20,0.0014
GSC,70 +,39,39,36,33,48,0.00315
H,20-24,290,226,213,204,287,0.02548
H,25-29,1008,774,633,486,456,0.0701
H,30-34,1509,1314,1215,1086,1025,0.1284
H,35-39,1550,1521,1464,1491,1482,0.15678
H,40-44,1416,1395,1447,1420,1458,0.14901
H,45-49,1514,1429,1364,1321,1343,0.14557
H,50-54,1477,1405,1376,1398,1361,0.14653
H,55-59,1078,957,968,987,1038,0.10499
H,60-64,536,481,468,483,532,0.05221
H,65-69,125,152,146,163,157,0.01552
H,< 20,32,6,11,5,13,0.0014
H,70 +,43,41,36,35,37,0.00401
HMIRC,25-29,3,2,.,.,.,0.07042
HMIRC,30-34,3,1,.,.,.,0.05634
HMIRC,35-39,5,3,.,.,.,0.11268
HMIRC,40-44,6,7,.,.,.,0.1831
HMIRC,45-49,10,8,.,.,.,0.25352
HMIRC,50-54,6,2,.,.,.,0.11268
HMIRC,55-59,5,5,.,.,.,0.14085
HMIRC,60-64,1,1,.,.,.,0.02817
HMIRC,< 20,1,2,.,.,.,0.04225
HRSD,20-24,757,447,580,775,876,0.03183
HRSD,25-29,1814,1429,1511,1570,1815,0.07542
HRSD,30-34,2451,2161,2389,2451,2494,0.1107
HRSD,35-39,2775,2548,3003,3075,3213,0.13542
HRSD,40-44,3060,2761,2948,3055,3234,0.13953
HRSD,45-49,3607,3245,3320,3226,3241,0.15418
HRSD,50-54,4168,3740,3672,3633,3503,0.17343
HRSD,55-59,2774,2440,2371,2474,2507,0.11644
HRSD,60-64,1049,981,974,1043,1042,0.04716
HRSD,65-69,227,237,260,269,272,0.01172
HRSD,< 20,35,17,23,89,61,0.00208
HRSD,70 +,39,40,46,47,54,0.00209
IJC,20-24,1,1,2,2,2,0.05161
IJC,25-29,1,3,2,3,2,0.07097
IJC,30-34,2,3,4,4,3,0.10323
IJC,35-39,3,2,2,2,3,0.07742
IJC,40-44,3,4,6,5,5,0.14839
IJC,45-49,4,3,5,6,3,0.13548
IJC,50-54,3,4,3,5,7,0.14194
IJC,55-59,4,5,1,3,4,0.10968
IJC,60-64,4,2,4,1,1,0.07742
IJC,65-69,1,3,1,.,1,0.03871
IJC,70 +,2,2,1,1,1,0.04516
INAC,20-24,240,205,231,262,314,0.05109
INAC,25-29,491,393,353,341,281,0.07586
INAC,30-34,732,654,613,509,457,0.12099
INAC,35-39,799,750,745,697,644,0.14832
INAC,40-44,784,756,735,731,717,0.15192
INAC,45-49,769,734,741,699,695,0.14845
INAC,50-54,761,754,709,703,710,0.14841
INAC,55-59,523,440,439,450,469,0.09471
INAC,60-64,236,217,212,204,202,0.0437
INAC,65-69,54,51,61,63,70,0.0122
