"dept_code","activity_code","so_num","pa_exp_last_year_5","pa_exp_last_year_4","pa_exp_last_year_3","pa_exp_last_year_2","pa_exp_last_year","pa_rev_last_year_5","pa_rev_last_year_4","pa_rev_last_year_3","pa_rev_last_year_2","pa_rev_last_year"
"ORL","BVA01",12,,90.00,,,,,0.00,,,
"ORL","BVA02",1,616796.67,676940.04,,,,-35405.03,-49648.82,,,
"ORL","BVA02",2,11769.82,8065.77,,,,0.00,0.00,,,
"ORL","BVA02",3,13324.38,10051.08,,,,0.00,0.00,,,
"ORL","BVA02",4,136534.03,79056.06,,,,0.00,0.00,,,
"ORL","BVA02",5,1904.00,,,,,0.00,,,,
"ORL","BVA02",7,1355.13,141.23,,,,0.00,0.00,,,
"ORL","BVA02",9,2466.20,3176.62,,,,0.00,0.00,,,
"ORL","BVA03",1,1016165.07,983051.68,,,,0.00,-4883.72,,,
"ORL","BVA03",2,15481.86,3088.88,,,,0.00,0.00,,,
"ORL","BVA03",3,2165.15,3347.00,,,,0.00,0.00,,,
"ORL","BVA03",4,39805.67,48157.83,,,,0.00,0.00,,,
"ORL","BVA03",5,2389.38,,,,,0.00,,,,
"ORL","BVA03",7,7800.38,4854.94,,,,0.00,0.00,,,
"ORL","BVA03",9,3622.96,13822.35,,,,0.00,0.00,,,
"ORL","BVA03",12,343.03,,,,,0.00,,,,
"ORL","BVA04",1,,,3056857.60,2575663.11,3050513.77,,,-10482.55,-75485.93,-43561.93
"ORL","BVA04",2,,,37594.17,34457.49,45154.11,,,0.00,0.00,0.00
"ORL","BVA04",3,,,17163.58,16755.58,41276.55,,,0.00,0.00,0.00
"ORL","BVA04",4,,,490609.43,579054.89,573001.82,,,0.00,0.00,0.00
"ORL","BVA04",5,,,,,729.06,,,,,0.00
"ORL","BVA04",7,,,6530.74,7801.40,6593.19,,,0.00,0.00,0.00
"ORL","BVA04",9,,,4590.07,439.99,,,,0.00,0.00,
"ORL","BVA04",12,,,7049.18,4171.02,7536.39,,,0.00,0.00,0.00
"ORL","ISS00",1,564242.63,495143.74,507459.57,571732.52,569526.11,-1754.20,-6564.36,0.00,-19144.37,0.00
"ORL","ISS00",2,9328.75,26691.30,24665.73,22130.66,24366.98,0.00,0.00,0.00,0.00,0.00
"ORL","ISS00",3,2756.26,6149.05,4602.83,7355.27,7588.99,0.00,-22.90,0.00,0.00,0.00
"ORL","ISS00",4,714542.24,676498.89,654051.90,623556.33,752243.46,0.00,0.00,0.00,0.00,0.00
"ORL","ISS00",5,41839.98,30855.50,39300.61,60172.90,82688.38,0.00,0.00,0.00,0.00,0.00
"ORL","ISS00",6,4075.10,5114.36,31096.88,15896.31,5947.29,0.00,0.00,0.00,0.00,0.00
"ORL","ISS00",7,7966.48,13175.54,1652.37,4397.93,1672.56,0.00,0.00,0.00,0.00,0.00
"ORL","ISS00",8,413332.79,228372.82,,,,-18023.79,0.00,,,
"ORL","ISS00",9,396941.57,98854.09,16893.17,224090.98,93499.66,-103821.39,0.00,0.00,0.00,0.00
"ORL","ISS00",12,160.04,62.13,8.27,516.46,2626.45,-3689.12,-2963.87,-1265.62,0.00,-1620.69
"OSEO","BTE00",1,809728.08,867351.94,866173.66,804847.11,824272.52,-256.08,0.00,0.00,0.00,-5025.06
"OSEO","BTE00",2,11483.03,13358.89,4647.74,4749.91,19138.30,-250.48,-24.35,0.00,0.00,0.00
"OSEO","BTE00",3,,15.66,22.11,3.15,120.89,,0.00,0.00,0.00,0.00
"OSEO","BTE00",4,304786.47,164187.31,87270.03,80921.53,116773.21,0.00,0.00,0.00,0.00,0.00
"OSEO","BTE00",5,3633.60,816.84,811.38,3903.64,1224.48,0.00,0.00,0.00,0.00,0.00
"OSEO","BTE00",6,,42.30,,,,,0.00,,,
"OSEO","BTE00",7,6587.89,8330.37,2339.00,2883.15,6080.52,0.00,0.00,0.00,0.00,0.00
"OSEO","BTE00",9,5606.00,454.00,668.22,769.00,701.68,0.00,0.00,0.00,0.00,0.00
"OSEO","BTE00",12,0.00,0.00,0.00,77.28,2560.63,-39.08,-32.55,-155.13,0.00,-103.20
"OSFI","BVN01",1,61253892.44,69173506.01,76575536.27,79677672.52,83060185.86,-258051.00,-90336.98,-606139.21,-1002953.97,-194529.02
"OSFI","BVN01",2,1512779.85,1547037.41,101979.86,29640.00,593967.18,0.00,0.00,-1402.35,-11503.57,0.00
"OSFI","BVN01",3,243844.06,1202896.41,1185210.57,1188145.90,1212040.53,0.00,0.00,-545.00,0.00,0.00
"OSFI","BVN01",4,3959794.05,9281295.60,5681681.64,2227129.01,3812604.43,-352.50,0.00,0.00,0.00,-8961.87
"OSFI","BVN01",5,45438.53,63988.77,26198.32,112730.31,70804.58,-295.00,0.00,-1612.55,0.00,0.00
"OSFI","BVN01",7,4890.03,1828.74,5709.62,1454.73,1400.96,-146.02,0.00,-99.60,0.00,0.00
"OSFI","BVN01",9,,,131779.97,578.41,604.18,,,0.00,0.00,0.00
"OSFI","BVN01",12,619891.25,685072.92,375642.03,458.88,24433.11,-4458.79,-4897.94,-4046.48,-122792.09,-3777.76
"OSFI","BVN02",1,18873485.17,22060078.30,23121850.64,24384120.06,28246547.23,-28189.18,-236842.53,-129093.17,-5521.35,-272869.17
"OSFI","BVN02",2,874510.61,1025994.65,24007.69,22503.07,523214.74,-208.22,0.00,-6552.58,-15761.62,-32820.26
"OSFI","BVN02",3,17634.76,16861.57,12758.94,9258.00,192810.21,0.00,0.00,-500.00,0.00,0.00
"OSFI","BVN02",4,521781.12,591302.13,517173.82,733513.25,1009583.09,0.00,0.00,0.00,0.00,0.00
"OSFI","BVN02",5,9419.25,14174.49,0.00,,8364.25,0.00,0.00,-425.00,,0.00
"OSFI","BVN02",7,535.26,546.20,200.91,3917.42,2270.03,0.00,0.00,0.00,0.00,0.00
"OSFI","BVN02",9,,,37032.98,,,,,0.00,,
"OSFI","BVN02",12,0.00,0.00,1474.95,122889.33,1200.00,-619019.33,-622058.00,-372732.00,-1696.25,-18519.20
"OSFI","BVN03",1,3821112.95,3539063.75,3833312.23,4046187.07,4055575.41,-129279.42,0.00,0.00,-423.22,-33279.84
"OSFI","BVN03",2,32731.00,45533.44,1769.91,4977.09,8739.11,0.00,0.00,-95.43,-515.07,0.00
"OSFI","BVN03",4,35490.20,53191.07,21666.60,22395.17,26682.96,0.00,0.00,0.00,0.00,0.00
"OSFI","BVN03",5,,1345.50,,,,,0.00,,,
"OSFI","BVN03",7,,,,175.00,4798.00,,,,0.00,0.00
"OSFI","BVN03",9,,,6791.62,,,,,0.00,,
"OSFI","BVN03",12,265.37,0.00,,38.43,12099.90,0.00,-1759.99,,0.00,0.00
"OSFI","BVN04",1,4074770.49,3974599.77,4412753.55,4423587.52,3427071.37,-12523.84,-20538.99,-8053.95,-3674.17,-52521.13
"OSFI","BVN04",2,40612.15,75926.93,1190.73,11.00,6148.52,0.00,0.00,-731.34,0.00,0.00
"OSFI","BVN04",3,6646.70,12589.25,2100.00,,,0.00,0.00,-4740.00,,
"OSFI","BVN04",4,266839.79,203446.12,144161.60,125325.55,78611.89,0.00,0.00,0.00,0.00,0.00
"OSFI","BVN04",5,5658.40,4680.00,0.00,,,0.00,0.00,-2610.00,,
"OSFI","BVN04",7,,1697.60,,,,,0.00,,,
"OSFI","BVN04",9,,,7468.45,,,,,0.00,,
"OSFI","BVN04",12,0.00,,,0.00,78773.64,-2706.53,,,-354.95,-3219.23
"OSFI","BVO01",1,5766931.38,5936386.68,6668241.99,7371040.10,9026034.42,-94.86,-27370.01,-13063.60,-3497.19,0.00
"OSFI","BVO01",2,58625.41,51253.97,0.00,5987.36,80528.03,0.00,0.00,-1023.00,0.00,0.00
"OSFI","BVO01",3,39664.78,38500.97,52225.69,95843.95,108478.59,0.00,0.00,0.00,0.00,0.00
"OSFI","BVO01",4,116409.15,307146.19,233827.00,343065.37,582387.65,0.00,0.00,0.00,0.00,0.00
"OSFI","BVO01",5,188690.52,276374.96,211833.99,230609.27,241566.43,0.00,0.00,0.00,0.00,0.00
"OSFI","BVO01",7,5273.48,3429.26,463.39,730.89,3751.55,0.00,0.00,0.00,0.00,0.00
"OSFI","BVO01",9,4796.25,110718.99,4272.06,10795.80,,0.00,0.00,0.00,0.00,
"OSFI","BVO01",12,53398.00,230.00,,0.00,9.47,0.00,0.00,,-11.14,0.00
"OSFI","ISS00",1,35244803.02,37852537.90,43400778.92,47885820.94,60409589.97,-3866.74,-2671.22,-6612.21,-3706.97,-5216.68
"OSFI","ISS00",2,1904206.74,1987676.25,1460382.47,1204974.87,1555031.69,-363.11,0.00,-63943.81,-10233.97,-1351.15
"OSFI","ISS00",3,1234158.64,449734.11,481090.92,529720.66,761085.37,0.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",4,11700713.67,13774085.58,13432372.40,14703290.58,18452801.49,-35.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",5,11487654.83,12741014.97,14155952.21,14478829.94,15780411.40,0.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",6,925580.42,1060220.83,673909.02,882773.28,806862.08,0.00,0.00,-910.88,0.00,0.00
"OSFI","ISS00",7,290779.69,584196.78,375048.42,119333.15,179299.32,0.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",8,610255.58,1584550.16,463262.13,310675.20,1447130.75,0.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",9,3535469.43,4281052.24,2994875.48,3484875.41,4334488.18,0.00,0.00,0.00,0.00,0.00
"OSFI","ISS00",12,11722.45,28421.04,33399.08,17084.85,237725.96,-58349.94,-3577.45,-19052.93,-1098.38,-92508.29
"OSFI","ISS00",21,127.77,,,,,0.00,,,,
"OSFI","ISS00",22,0.00,,,,,-127.77,,,,
"PBO","BWZ00",1,3915415.07,4803045.33,4994225.47,4984977.35,5504110.23,-42079.24,-62368.61,-9645.76,-6116.22,-244452.92
"PBO","BWZ00",2,81737.52,37560.81,21679.01,34515.85,79265.61,-324.20,-556.73,-92.04,-4805.00,0.00
"PBO","BWZ00",3,35384.75,19308.42,12821.25,242527.39,80218.80,0.00,0.00,0.00,0.00,0.00
"PBO","BWZ00",4,1230810.22,889917.83,840669.67,406099.39,387499.73,0.00,0.00,0.00,0.00,0.00
"PBO","BWZ00",5,59543.96,139620.47,97577.01,201759.43,297704.19,0.00,0.00,0.00,0.00,0.00
"PBO","BWZ00",6,2412.73,543.46,,2204.62,,0.00,0.00,,0.00,
"PBO","BWZ00",7,94444.33,80360.64,84554.03,178796.25,276210.24,0.00,0.00,0.00,0.00,0.00
"PBO","BWZ00",9,45074.12,16200.43,49099.47,47623.99,114561.14,0.00,0.00,0.00,0.00,0.00
"PBO","BWZ00",12,8985.83,0.00,5551.87,3110.71,983.36,0.00,-128.13,-340.25,-475.49,-170.27
"PCA","BGW01",1,6875602.26,6997142.06,7527950.19,7690833.40,11272163.50,-15812.90,-30886.38,-24817.15,-136566.88,-32027.57
"PCA","BGW01",2,734881.41,605706.96,54456.60,131749.13,916746.58,0.00,0.00,-3289.00,-532.72,-4775.99
"PCA","BGW01",3,138723.18,21288.05,55144.45,60011.45,65038.80,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",4,1088010.02,1365293.99,731915.70,1224236.72,927201.04,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",5,102903.55,123504.50,54683.19,85910.00,193830.68,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",6,12822.91,5295.81,1103.21,4448.61,44282.05,0.00,0.00,0.00,-415.13,0.00
"PCA","BGW01",7,301985.20,307202.85,110428.97,198555.22,121892.18,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",8,47039.43,333764.04,3836500.00,339997.00,3899.06,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",9,171141.33,64625.60,59942.19,93132.89,114841.24,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",10,3643258.42,26057617.08,8604458.58,21336865.45,31383732.32,0.00,0.00,0.00,0.00,0.00
"PCA","BGW01",12,26448673.96,8304478.66,6932471.61,36946725.35,33947375.63,-56.00,-77016.14,-62586.93,-33833.37,-51486.23
"PCA","BGW02",1,115109881.96,107779669.09,127801734.92,129573879.50,136339956.85,-361612.48,-160094.05,-51913.95,-138087.91,-137696.29
"PCA","BGW02",2,7670714.00,8360439.69,3405427.44,4469747.28,9465170.77,-258799.42,-286493.03,-37996.00,-32075.94,-42205.03
"PCA","BGW02",3,582197.44,1022902.68,748378.93,1022202.79,856618.66,-750.27,-70964.80,-10000.00,0.00,-45000.00
"PCA","BGW02",4,51194403.29,39623539.02,30268631.08,38215100.15,43399057.35,0.00,-43.58,-68866.00,0.00,-370302.79
"PCA","BGW02",5,13359253.08,5552707.72,5648702.41,8753148.27,15642002.87,-64436.90,-23409.95,-21178.39,0.00,-2750.73
"PCA","BGW02",6,5223946.20,3925999.21,2182593.26,2341086.29,2848232.28,0.00,-3030.81,-39100.00,-1625.00,-5000.00
"PCA","BGW02",7,8735816.11,7415871.42,6877015.16,8756851.70,9283776.87,-81110.49,-122294.74,-72135.19,-281489.89,-97198.26
"PCA","BGW02",8,36788916.56,29061191.95,30647472.61,30675994.97,31824178.01,0.00,0.00,0.00,0.00,0.00
"PCA","BGW02",9,6010285.39,7049928.41,6658371.41,9307848.36,8625789.68,-11410.12,-68365.70,0.00,-41656.78,0.00
"PCA","BGW02",10,5784360.11,5426795.00,7293373.59,14917904.10,18659369.09,0.00,0.00,0.00,0.00,0.00
"PCA","BGW02",11,3497.44,,,,,0.00,,,,
"PCA","BGW02",12,4763251.26,9902704.16,10600293.30,13524962.88,13312539.20,-11560.72,-3966121.91,-2273326.08,-5072344.90,-4274392.28
"PCA","BGW03",1,39543493.30,37879100.83,42398673.61,42624097.78,45234927.19,-378033.06,-312069.58,-151086.28,-120861.99,-942.32
"PCA","BGW03",2,3011884.83,2710079.79,546992.12,667713.75,1907336.79,-1042.58,-1042.51,0.00,0.00,-6106.38
"PCA","BGW03",3,4458361.83,3821753.32,850098.50,2236298.85,5394037.27,0.00,0.00,0.00,0.00,0.00
"PCA","BGW03",4,4831321.90,4124998.02,4266664.07,3641707.87,4822897.85,-2000.00,0.00,0.00,0.00,0.00
"PCA","BGW03",5,1018369.97,827554.79,202943.44,371593.75,648831.55,0.00,0.00,0.00,0.00,0.00
"PCA","BGW03",6,37646.68,25418.03,48410.26,10417.50,26739.25,0.00,0.00,-79.90,-199.95,-507.61
"PCA","BGW03",7,1214084.89,785884.65,1029410.32,578575.94,765822.28,-3320.00,0.00,-167034.96,0.00,-123770.00
"PCA","BGW03",8,875.00,9107.04,19590.00,,146174.93,0.00,-5490.00,0.00,,0.00
"PCA","BGW03",9,478745.00,461082.77,541908.28,538817.28,482965.79,0.00,-22.88,0.00,0.00,-562.35
"PCA","BGW03",10,9725499.71,11811611.69,11610161.39,36378325.87,21042009.32,0.00,0.00,0.00,0.00,0.00
"PCA","BGW03",12,453555.86,584629.54,490473.88,679820.60,1895023.88,-890.49,-369129.48,-245902.68,-378595.88,-1879655.83
"PCA","BGW04",1,251508491.20,192718284.01,203408522.48,202119894.22,202767358.44,-48154114.19,-559149.16,-138931.78,-89591.48,-1417.74
"PCA","BGW04",2,6439649.28,7206729.95,2672480.09,3556973.24,5704265.02,-7925.21,-5000.00,-5000.00,-5000.00,-1876.07
"PCA","BGW04",3,4428678.55,4160109.21,2701391.78,3189726.55,2994781.33,0.00,-9129.00,0.00,-16523.59,0.00
"PCA","BGW04",4,103835468.69,85499124.78,70777686.01,56034195.49,64209419.89,-6362577.22,-1520.91,-17144.73,-35485.14,-14143.12
"PCA","BGW04",5,8345017.54,8307681.03,7065362.04,7742982.22,7329237.35,0.00,0.00,0.00,0.00,0.00
"PCA","BGW04",6,22032500.93,15895647.37,9088629.54,10689709.80,10970234.90,-1407.76,-1316.38,-9050.00,-5149.00,-39577.57
"PCA","BGW04",7,39715710.49,38212410.02,30044185.17,34598726.44,37924045.78,-2264841.61,-270450.85,-117579.69,-113336.43,-134580.20
"PCA","BGW04",8,171582956.45,182155986.36,158454367.97,61469707.99,47326488.46,0.00,0.00,0.00,0.00,0.00
"PCA","BGW04",9,15473525.04,17105349.54,15071100.36,12497903.95,14902314.43,-78019.64,-150.00,-319.00,-3204.56,-3444.35
"PCA","BGW04",10,3609828.29,2439506.35,2464604.07,5325490.21,3817473.43,0.00,0.00,0.00,0.00,0.00
"PCA","BGW04",11,132013.55,112238.35,93489.60,74914.40,60750.97,0.00,0.00,0.00,0.00,0.00
"PCA","BGW04",12,44494839.51,198120151.94,125472789.81,92402656.13,230616603.52,-8553329.72,-161659900.71,-98673735.41,-63985119.92,-194179238.22
"PCA","BGW05",1,32703480.52,27892766.52,31399278.03,29362963.26,27375034.88,-819414.70,-113122.76,-21849.80,-10592.15,-1847.89
"PCA","BGW05",2,577593.08,510270.18,454020.56,241404.47,349647.79,0.00,0.00,0.00,-42556.79,0.00
"PCA","BGW05",3,45469.45,54314.78,20458.49,41245.45,136528.65,0.00,0.00,0.00,0.00,0.00
"PCA","BGW05",4,47208355.20,37333208.82,26469649.73,16785164.06,23013012.26,0.00,-5734.60,-2724.92,-2724.92,-2888.38
"PCA","BGW05",5,576719.55,772527.30,680894.01,610492.50,568937.26,0.00,0.00,0.00,0.00,0.00
"PCA","BGW05",6,5704285.62,4138440.52,5071638.08,5224636.89,8766594.28,0.00,0.00,0.00,0.00,-72158.99
"PCA","BGW05",7,10197285.51,11802211.87,9614637.34,11550586.96,12949015.99,0.00,-3687.79,0.00,-438550.69,0.00
"PCA","BGW05",8,265503477.35,352524867.00,245521840.61,123382893.64,44992660.55,0.00,0.00,0.00,0.00,0.00
"PCA","BGW05",9,4599504.21,6690676.34,4434468.64,3781582.04,6073365.36,-3553.92,-4791.68,-3390.99,-6042.20,-4237.54
"PCA","BGW05",10,325260.01,,165937.94,195855.00,117475.00,0.00,,0.00,0.00,0.00
"PCA","BGW05",12,388844.43,9315828.46,7978426.61,8312861.05,9898763.27,-360.46,-9050434.01,-7610008.81,-8106269.22,-8373973.82
"PCA","ISS01",1,25444101.66,22497312.03,28180117.81,28896022.76,31373754.57,-748633.32,-40543.43,-23314.88,-32750.59,0.00
"PCA","ISS01",2,1367980.87,1488313.45,402720.00,413628.44,1332259.84,0.00,0.00,-194.44,0.00,-1281.09
"PCA","ISS01",3,14706.39,95147.71,59933.73,22923.90,53195.32,0.00,0.00,0.00,-97.64,0.00
"PCA","ISS01",4,4048593.57,1309750.15,1053121.51,2001564.42,4929787.53,-1700963.73,-22900.00,0.00,0.00,-435.13
"PCA","ISS01",5,222943.26,247592.19,201257.95,194741.68,285692.70,0.00,0.00,0.00,0.00,0.00
"PCA","ISS01",6,38235.23,104291.24,18512.29,25087.27,28402.87,0.00,0.00,0.00,0.00,0.00
"PCA","ISS01",7,417550.59,542197.74,411117.70,294189.50,129494.66,0.00,0.00,-6580.55,0.00,0.00
"PCA","ISS01",8,,187.47,5500.78,10496.46,,,0.00,-5500.78,0.00,
"PCA","ISS01",9,500002.24,384024.20,441875.11,469511.14,304708.00,0.00,0.00,0.00,-17356.42,0.00
"PCA","ISS01",12,249455.30,206388.04,356803.08,143906.39,61795.41,-260.24,-20053.85,-258925.03,-46103.50,-43085.21
"PCA","ISS02",1,5568261.34,5709849.32,5544688.85,5031820.43,4986543.07,-57186.24,-324612.06,-15647.00,-14596.35,-5570.91
"PCA","ISS02",2,115950.88,86825.17,25480.54,14125.32,38824.72,0.00,0.00,0.00,0.00,0.00
"PCA","ISS02",3,223468.60,146687.01,104781.89,205153.09,125801.23,0.00,0.00,0.00,0.00,0.00
"PCA","ISS02",4,113108.36,192486.25,109499.25,95039.39,80079.10,-14446.40,-500.00,-1256.40,0.00,0.00
"PCA","ISS02",5,15136.36,5209.29,4987.11,21434.98,18495.03,0.00,0.00,0.00,0.00,0.00
"PCA","ISS02",6,332.77,373.65,,,,0.00,0.00,,,
"PCA","ISS02",7,34405.59,16722.95,26482.77,24627.76,495.35,-1759.50,0.00,-468.58,0.00,0.00
"PCA","ISS02",9,20464.33,10797.08,31321.91,24032.41,14144.22,0.00,0.00,0.00,0.00,0.00
"PCA","ISS02",10,,,,75000.00,,,,,0.00,
"PCA","ISS02",12,75776.36,83292.37,15447.06,25046.92,7793.56,-59.42,-20025.08,-3317.61,-11996.70,-6047.02
"PCA","ISS03",2,3976.32,17.53,,980.43,773.39,0.00,0.00,,0.00,0.00
"PCA","ISS03",4,3708377.29,3985532.76,3215377.73,3439799.20,3585409.11,-253492.50,-16953.86,0.00,0.00,-23615.00
"PCA","ISS03",5,,1146.71,,,,,0.00,,,
"PCA","ISS03",6,,12.99,,,,,0.00,,,
"PCA","ISS03",7,63.72,625.88,,572.05,,0.00,0.00,,0.00,
"PCA","ISS03",8,,,,67110.00,,,,,0.00,
"PCA","ISS03",12,,,,,700.00,,,,,0.00
"PCA","ISS04",1,28734889.37,30084573.22,30589910.02,30209781.35,31204138.24,-424486.65,-1468325.40,-98974.42,-218416.91,-356585.32
"PCA","ISS04",2,963302.06,1049516.34,302993.49,374521.86,592637.27,-1032.42,0.00,0.00,-4168.57,0.00
"PCA","ISS04",3,92993.64,52363.72,42873.99,102355.25,50715.40,0.00,0.00,0.00,0.00,0.00
"PCA","ISS04",4,2072040.44,2277184.86,1617773.40,2625435.22,2740324.41,-118857.53,-107349.51,-116411.22,-181949.53,-181941.96
"PCA","ISS04",5,294938.99,257042.17,265685.91,276200.72,256649.11,0.00,0.00,0.00,0.00,0.00
"PCA","ISS04",6,3723.72,672.99,390.00,66.99,86.99,0.00,0.00,0.00,0.00,0.00
"PCA","ISS04",7,100568.62,89814.41,92059.88,100303.74,55403.57,0.00,-150.11,0.00,0.00,0.00
"PCA","ISS04",9,163203.46,320893.82,147141.73,196063.02,182913.18,0.00,0.00,-312.29,0.00,0.00
"PCA","ISS04",12,100379.52,242812.64,512123.62,234570.49,259059.54,-18230.10,-85434.46,-411144.15,-111995.93,-118285.01
"PCA","ISS05",1,18004866.59,16616520.56,23794655.13,27736095.59,27139789.51,-108343.65,-105795.35,-3750397.77,-6244349.66,-3945323.20
"PCA","ISS05",2,405547.05,541843.32,187834.18,160523.21,347417.89,0.00,-4971.30,-3125.66,0.00,0.00
"PCA","ISS05",3,5335.70,9439.39,497.71,1477.19,2616.13,0.00,0.00,0.00,0.00,0.00
"PCA","ISS05",4,2912578.26,2719068.78,3685717.35,3539447.08,5354238.84,-2403.10,-2750.00,-1180.90,-678.00,-4326.29
"PCA","ISS05",5,163497.41,559503.67,77423.48,62096.62,50489.38,0.00,0.00,0.00,0.00,0.00
"PCA","ISS05",6,18367.45,61742.01,5978.59,275.00,30921.96,0.00,0.00,0.00,0.00,0.00
"PCA","ISS05",7,417098.44,300457.49,90338.18,39541.03,112389.87,-279373.07,-850746.94,-424970.36,-817564.20,-64221.65
"PCA","ISS05",8,20952.73,623.60,,,,0.00,0.00,,,
"PCA","ISS05",9,183199.92,269366.33,185894.43,126462.15,69811.35,-575.74,0.00,0.00,-23.27,0.00
"PCA","ISS05",12,460115.47,1005038.88,701477.45,3450214.07,1731483.19,-946.91,-692196.25,-501314.32,-2967993.15,-1490914.00
"PCA","ISS06",1,5016882.19,4924072.68,5378242.52,5233791.80,5334066.67,-13152.39,-5060.45,-849.46,-4816.40,-58566.15
"PCA","ISS06",2,141851.75,164509.26,69727.53,39076.64,149963.42,-1492.60,0.00,-2000.00,-1511.71,-287.91
"PCA","ISS06",3,124044.82,69285.81,150360.85,101022.49,233931.45,0.00,0.00,0.00,-53709.00,-2016.21
"PCA","ISS06",4,1127515.09,1372552.09,1165470.75,1361459.37,2032253.15,-19378.81,0.00,0.00,0.00,0.00
"PCA","ISS06",5,774493.67,713376.56,854326.59,901775.65,554473.33,0.00,0.00,0.00,0.00,0.00
"PCA","ISS06",6,376.97,155.97,1120.00,,,0.00,0.00,0.00,,
"PCA","ISS06",7,23818.54,10483.18,14029.67,35375.05,11247.41,0.00,-9694.17,0.00,0.00,0.00
"PCA","ISS06",9,262340.89,196568.64,55751.56,34607.13,185427.82,-8231.64,0.00,-6000.00,0.00,0.00
"PCA","ISS06",12,11904.63,90992.81,165129.51,8334.31,20687.61,0.00,-67887.96,-159307.71,-6631.15,-12503.24
"PCA","ISS07",1,5912791.69,5408500.39,5500966.97,5846117.44,5946627.10,-98983.62,-504280.78,-16923.96,-10985.28,0.00
"PCA","ISS07",2,1095835.78,852355.63,560654.44,551029.45,597432.23,0.00,0.00,0.00,-187939.63,0.00
"PCA","ISS07",3,7104.85,1620.04,1312.00,2428.32,6064.78,0.00,0.00,0.00,0.00,0.00
"PCA","ISS07",4,2049413.21,1735854.52,2628178.57,2405431.54,3609372.99,-169415.40,-1389.06,0.00,-56785.63,-6880.37
"PCA","ISS07",5,617841.58,221791.88,245701.80,1584553.64,816243.75,0.00,0.00,0.00,0.00,0.00
"PCA","ISS07",6,17729.75,28196.93,6335.36,2973.74,,0.00,0.00,0.00,0.00,
"PCA","ISS07",7,35486.52,19090.93,8595.45,5887.84,9693.60,0.00,0.00,0.00,0.00,0.00
"PCA","ISS07",9,136021.49,720588.06,114313.46,1954479.28,2583173.81,-284541.73,0.00,-18163.77,0.00,-77801.24
"PCA","ISS07",12,545.88,172872.56,213182.34,27284.15,11345.74,0.00,-170389.25,-195647.82,-18161.64,-8108.22
"PCA","ISS08",1,6848622.07,6549285.95,7081476.31,7076203.96,8395211.01,-48431.68,-571.61,-1185.69,-19082.56,0.00
"PCA","ISS08",2,281534.06,186551.02,46492.05,56977.42,168513.28,-8393.08,-4410.81,-1750.00,0.00,-106.05
"PCA","ISS08",3,160756.78,193866.74,9122.52,14984.48,12922.92,-244.00,0.00,-263.00,0.00,0.00
"PCA","ISS08",4,2770769.43,2497652.50,1134260.47,917630.68,1684877.76,-62152.58,-1031406.12,-18710.29,-20970.64,0.00
"PCA","ISS08",5,1656681.64,1805677.42,2132977.86,2110690.62,1761819.38,-53281.92,-421424.50,0.00,0.00,-788304.00
"PCA","ISS08",6,266878.17,50644.22,92671.06,16573.29,85899.20,-86473.31,-1756.02,0.00,0.00,0.00
"PCA","ISS08",7,211335.73,137932.95,94452.27,68881.07,93648.42,-157.87,0.00,0.00,0.00,0.00
"PCA","ISS08",8,0.00,265240.78,3775500.00,74722.78,,-78143.59,0.00,0.00,0.00,
"PCA","ISS08",9,581495.86,707720.32,672684.46,812514.90,871046.14,0.00,-115.00,0.00,0.00,0.00
"PCA","ISS08",12,30977.74,201759.53,109216.80,20898072.22,23759844.73,-2376.54,-158679.85,-103932.93,-20879056.07,-22936475.81
"PCA","ISS09",1,352431.40,269423.83,235228.82,166752.25,97360.44,-12355.51,-30900.26,0.00,0.00,0.00
"PCA","ISS09",2,7823.79,6262.80,2793.64,9308.35,1289.66,0.00,0.00,0.00,0.00,0.00
"PCA","ISS09",3,,850.00,38.94,2015.59,3019.01,,0.00,0.00,0.00,0.00
"PCA","ISS09",4,26982.84,18286.46,12832.58,11693.87,8092.17,0.00,0.00,0.00,0.00,0.00
"PCA","ISS09",5,31146.04,1788.00,9109.28,4542.37,3679.55,0.00,0.00,0.00,0.00,0.00
"PCA","ISS09",6,8609.16,1807.07,520.91,1650.24,1125.00,0.00,0.00,0.00,0.00,0.00
"PCA","ISS09",7,95465.61,213505.62,39564.23,26505.43,16478.52,-1209.70,0.00,0.00,-1026.29,0.00
"PCA","ISS09",9,146402.78,70053.51,6228.31,89489.78,125695.84,-4472.44,0.00,0.00,-272.08,0.00
"PCA","ISS09",12,0.00,25697.21,14653.48,30109.20,978.89,-365.86,-25826.59,-14436.31,-28008.13,-977.13
"PCA","ISS0Z",1,5130824.83,4590914.48,5076383.69,4911900.57,5223569.35,-39573.45,-98309.25,0.00,-1141.15,0.00
