"dept_code","activity_code","doc","est_last_year_5","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_this_year"
"H","BME00","ME",51402965,59175139.00,67838730.00,68562778.00,67881855,
"H","BME00","SEA",,,,696286.00,624768,
"H","BME00","SEB",3125145,2925182.00,,-25000.00,,
"H","BME00","SEC",,,-425000.00,1227399.00,,
"H","BVG00","ME",,,,,,1270981764
"H","BVG00","SEA",,,,,,25412883
"H","BVG00","SEB",,,,,,-12325000
"H","BVH00","ME",,,,,,597556711
"H","BVH00","SEA",,,,,,6215034
"H","BVH00","SEB",,,,,,-1100000
"H","CFA00","ME",30713667,37725014.00,37689337.00,37562015.00,38015185,
"H","CFA00","SEA",,,,,1193293,
"H","CFA00","SEB",737129,,,,,
"H","ISC00","ME",260970174,271484025.00,266815846.00,265223547.00,286918200,
"H","ISC00","SEA",5000000,,,11962261.00,1125445,
"H","ISC00","SEB",56051544,1291900.00,,5132929.00,3940451,
"H","ISC00","SEC",48862,-3705.00,6245903.00,577178.00,2441050,
"H","ISS00","ME",,,,,,302976567
"H","ISS00","SEA",,,,,,1859010
"H","ISS00","SEB",,,,,,-529978
"H","LJR00","ME",23752874,37527825.00,37528856.00,38093638.00,35328730,
"H","LJR00","SEB",-154,,,,,
"H","LJR00","SEC",0,,,,,
"H","LJS00","ME",14963096,20522668.00,20282587.00,13148978.00,18294915,
"H","LJS00","SEA",,,,7437109.00,,
"H","LJS00","SEB",1352301,532001.00,,168301.00,,
"H","LJS00","SEC",,,310001.00,,1109200,
"H","LJT00","ME",1017260925,1133324859.00,1128474836.00,1180001880.00,1238036465,
"H","LJT00","SEB",137258874,-179778.00,,56900000.00,97574237,
"H","LJT00","SEC",0,,,0.00,339427,
"H","LJU00","ME",231648633,604177779.00,635463846.00,683792972.00,796373302,
"H","LJU00","SEA",,,,94972094.00,36394073,
"H","LJU00","SEB",174099092,-388218.00,,,792863,
"H","LJU00","SEC",3352623,17000000.00,9228981.00,,,
"HC","AVA00","ME",173120738,158738759.00,173674713.00,163265313.00,171847509,
"HC","AVA00","SEA",,3875396.00,14720899.00,,,
"HC","AVA00","SEB",9102633,9957933.00,4962937.00,14224358.00,25645222,
"HC","AVA00","SEC",919448,9091150.00,,,,
"HC","AVB00","ME",255649955,254986378.00,269774379.00,300362470.00,304226891,
"HC","AVB00","SEA",,1173340.00,1260050.00,,,
"HC","AVB00","SEB",6205527,5955372.00,4623925.00,8400356.00,9293599,
"HC","AVB00","SEC",,3709433.00,,,,
"HC","BST00","ME",,,,,,308475773
"HC","BST00","SEA",,,,,,6855590
"HC","BSU00","ME",,,,,,198536203
"HC","BSU00","SEA",,,,,,9050995
"HMIRC","AJT00","ME",2822150,,,,,
"HMIRC","AJX00","ME",546223,,,,,
"HMIRC","ISC00","ME",364482,,,,,
"HRSD","AMP00","ME",155474827,154124966.00,160715470.00,161240615.00,160249779,
"HRSD","AMP00","SEB",,,,,2047777,
"HRSD","AMP00","SEC",,,530000.00,,,
"HRSD","AMQ00","ME",2138031740,2235678253.00,2391384094.00,2479065886.00,2969076593,
"HRSD","AMQ00","SEB",-513000,6000000.00,,,,
"HRSD","AMQ00","SEC",,350848378.00,143641523.00,350856208.00,369730822,
"HRSD","AMR00","ME",102628074,118978951.00,,,,
"HRSD","AMR00","SEB",19060,6836716.00,,,,
"HRSD","AMR00","SEC",,4346251.00,,,,
"HRSD","BGM00","ME",,,,,,718598615
"HRSD","BGM00","SEA",,,,,,9604087
"HRSD","BGM00","SEB",,,,,,11536193
"HRSD","BGN00","ME",,,,,,54573099084
"HRSD","BGN00","SEA",,,,,,0
"HRSD","BGN00","SEB",,,,,,6473790
"HRSD","BGO00","ME",,,,,,5148307806
"HRSD","BGO00","SEA",,,,,,50729621
"HRSD","BGO00","SEB",,,,,,699767904
"HRSD","BGP00","ME",,,,,,166957487
"HRSD","BGP00","SEA",,,,,,326000
"HRSD","BGQ00","ME",,,,,,70375299
"HRSD","BJJ00","ME",1700168749,1159480484.00,1706013120.00,1693306935.00,1783515753,
"HRSD","BJJ00","SEA",,484451421.00,,234221107.00,584830816,
"HRSD","BJJ00","SEB",30382854,33013031.00,,43853564.00,50602398,
"HRSD","BJJ00","SEC",,1746315.00,25042170.00,12036356.00,-10821939,
"HRSD","BJK00","ME",42957048790,44557391657.00,46624099750.00,49042853716.00,51916187629,
"HRSD","BJK00","SEB",,,,18790202.00,48496942,
"HRSD","BJK00","SEC",,-382460184.00,-39555097.00,-22433344.00,-82305648,
"HRSD","BJN00","ME",163141327,168143571.00,,,,
"HRSD","BJN00","SEB",2640671,,,,,
"HRSD","BJN00","SEC",,6939350.00,,,,
"HRSD","BKC00","ME",3030089548,3052032587.00,3081658183.00,7933212853.00,311001403,
"HRSD","BKC00","SEA",1612000,,,-5712444737.00,,
"HRSD","BKC00","SEB",31603475,5000000.00,,,6335212,
"HRSD","BKC00","SEC",,,4787971236.00,100000000.00,-22804,
"HRSD","DAA00","ME",,,56013514.00,51132597.00,56037812,
"HRSD","DAB00","ME",,,22389992.00,23418496.00,20654469,
"HRSD","DAB00","SEB",,,,,336044,
"HRSD","ISC00","ME",278505066,224942258.00,223261993.00,253650710.00,206132177,
"HRSD","ISC00","SEA",2500000,548579.00,,541560.00,499974,
"HRSD","ISC00","SEB",233593,-291031.00,,4193770.00,30031311,
"HRSD","ISC00","SEC",,6514047.00,22424981.00,2304368.00,,
"HRSD","ISS00","ME",,,,,,248131493
"HRSD","ISS00","SEA",,,,,,8734805
"HRSD","ISS00","SEB",,,,,,3255053
"IDRC","AJS00","ME",225390066,188019646.00,183478242.00,149205625.00,138705625,
"IDRC","AJS00","SEC",241668,2000001.00,,,,
"IDRC","BKX00","ME",,,,,,139338189
"IDRC","BKX00","SEA",,,,,,1000000
"IJC","AJU00","ME",4541805,4635457.00,4850044.00,4852047.00,8230578,
"IJC","AJU00","SEB",,,,275000.00,,
"IJC","AJV00","ME",2200000,2111500.00,1911000.00,1920020.00,1819115,
"IJC","BGY00","ME",,,,,,10061880
"IJC","BGY00","SEA",,,,,,963264
"IJC","BGZ00","ME",,,,,,1824000
"INAC","AFA00","SEB",,,,53000000.00,45141500,
"INAC","AFA00","SEC",,,,,-45141500,
"INAC","ANA00","ME",254067126,,,,,
"INAC","ANA00","SEB",-146375,,,,,
"INAC","ANC00","ME",1221345124,1160687268.00,1252453270.00,1212699364.00,2223946873,
"INAC","ANC00","SEA",,131185359.00,90574999.00,740361665.00,109122980,
"INAC","ANC00","SEB",-19122380,44845056.00,,4648251.00,190514,
"INAC","ANC00","SEC",-12500000,84104336.00,46233485.00,76502432.00,-330000,
"INAC","AND00","ME",396521554,,,,,
"INAC","AND00","SEA",166989310,,,,,
"INAC","AND00","SEB",472082049,,,,,
"INAC","AND00","SEC",-1792860,,,,,
"INAC","ANG00","ME",1761149545,1798304555.00,1779502873.00,1855472918.00,2203184787,
"INAC","ANG00","SEA",,-2780398.00,,,37937143,
"INAC","ANG00","SEB",4470311,-916765.00,,283422011.00,-633903,
"INAC","ANG00","SEC",1000000,,41543000.00,-2235000.00,633903,
"INAC","ANL00","ME",456663359,398449544.00,389416006.00,884618132.00,413808860,
"INAC","ANL00","SEA",,-6772137.00,,,,
"INAC","ANL00","SEB",-65667,6321294.00,,10000000.00,,
"INAC","ANL00","SEC",984193,,,10000000.00,,
"INAC","ANM00","ME",28808744,25228617.00,25732113.00,28911620.00,28961879,
"INAC","ANM00","SEA",,-15764.00,,,,
"INAC","ANM00","SEB",1292532,,,,,
"INAC","ANO00","ME",136927492,130218356.00,150430663.00,134894297.00,176213122,
"INAC","ANO00","SEA",,8739058.00,1799765.00,,,
"INAC","ANO00","SEB",20415347,3420727.00,,32883137.00,13880932,
"INAC","ANO00","SEC",15600387,11306500.00,,605400.00,3303493,
"INAC","ANP00","ME",259977233,120402745.00,195493907.00,58614753.00,264322708,
"INAC","ANP00","SEA",,115327187.00,,168930556.00,,
"INAC","ANP00","SEB",-668231,23000000.00,,,1126882,
"INAC","ANP00","SEC",-35066037,,580781.00,1734138.00,,
"INAC","ANQ00","ME",52587401,,,,,
"INAC","ANQ00","SEB",959746,,,,,
"INAC","ANQ00","SEC",30719384,,,,,
"INAC","ANR00","ME",1614979902,1666669213.00,1711936209.00,1764360798.00,1876199107,
"INAC","ANR00","SEA",,-4103980.00,13165226.00,,39200000,
"INAC","ANR00","SEB",32392537,719608.00,,75975532.00,669526,
"INAC","ANR00","SEC",,,-1725000.00,843675.00,-669526,
"INAC","BHU00","ME",713591894,,,,,
"INAC","BHU00","SEB",7543382,,,,,
"INAC","BHU00","SEC",80000,,,,,
"INAC","BWM00","ME",,,,,,2232915663
"INAC","BWM00","SEA",,,,,,1505277613
"INAC","BWM00","SEB",,,,,,129912930
"INAC","BWR00","ME",,,,,,646610036
"INAC","BWR00","SEA",,,,,,179858255
"INAC","BWR00","SEB",,,,,,42858082
"INAC","CEA00","ME",41033701,40014054.00,53457622.00,29645997.00,29582303,
"INAC","CEA00","SEA",,,,23676504.00,,
"INAC","CEA00","SEB",13192859,,,,23700000,
"INAC","CEA00","SEC",,13449186.00,,,-23700000,
"INAC","CKA00","ME",,826318323.00,868880226.00,,1035735011,
"INAC","CKA00","SEA",,44232000.00,,65860985.00,531750447,
"INAC","CKA00","SEB",,629449.00,,88484885.00,148143789,
"INAC","CKA00","SEC",,1750000.00,17009819.00,-250000.00,4651000,
"INAC","CKB00","ME",,719340126.00,740282191.00,806628418.00,873311740,
"INAC","CKB00","SEA",,8721358.00,261785140.00,129595000.00,,
"INAC","CKB00","SEB",,8819516.00,,28195776.00,196126561,
"INAC","CKB00","SEC",,5224931.00,20972611.00,1721429.00,12978496,
"INAC","CKC00","ME",,49640071.00,42637318.00,42636070.00,47280254,
"INAC","CKC00","SEB",,,,5050000.00,,
"INAC","CKC00","SEC",,,,,1970000,
"INAC","CKD00","ME",,196637835.00,213382395.00,209574311.00,373226056,
"INAC","CKD00","SEA",,14203589.00,,58415697.00,,
"INAC","CKD00","SEB",,5169093.00,,100273.00,8212857,
"INAC","CKD00","SEC",,,65507077.00,54796.00,87352,
"INAC","CKE00","ME",,24738453.00,39586727.00,39583926.00,32407433,
"INAC","CKE00","SEB",,10500000.00,,,,
"INAC","CKE00","SEC",,,,,-80000,
"INAC","HGH00","ME",696037893,646415026.00,441605934.00,165991965.00,196289577,
"INAC","HGH00","SEA",,-975000.00,19500000.00,,,
"INAC","HGH00","SEB",5901218,21813550.00,,58289798.00,,
"INAC","HGH00","SEC",,,41556674.00,,,
"INAC","HGV00","ME",12898583,7320522.00,48961314.00,47822067.00,47546846,
"INAC","HGV00","SEA",,10600001.00,5381519.00,13266026.00,,
"INAC","HGV00","SEB",2500000,25037336.00,,-1000000.00,3270000,
"INAC","ISC00","ME",258381011,243590697.00,233659100.00,224097504.00,234773957,
"INAC","ISC00","SEA",-1200000,-2059613.00,,6213934.00,1640000,
"INAC","ISC00","SEB",63669831,4555988.00,,5210246.00,5302945,
"INAC","ISC00","SEC",1083292,,1606172.00,3035319.00,409145,
"INAC","ISS00","ME",,,,,,204678749
"INAC","ISS00","SEA",,,,,,4291290
"INAC","ISS00","SEB",,,,,,2155555
"INDSC","AFA00","SEC",,,,,45141500,
"INDSC","AKU00","SEC",,,,,13082250,
"INDSC","ANC00","SEC",,,,,103951177,
"INDSC","ANG00","SEC",,,,,49218256,
"INDSC","ANL00","SEC",,,,,24000000,
"INDSC","ANR00","SEC",,,,,33569526,
"INDSC","BWS00","ME",,,,,,4343203558
"INDSC","BWS00","SEA",,,,,,1357041
"INDSC","BWS00","SEB",,,,,,102716364
"INDSC","BWT00","ME",,,,,,1824658041
"INDSC","BWT00","SEA",,,,,,710917903
"INDSC","BWT00","SEB",,,,,,119231072
"INDSC","BWU00","ME",,,,,,3092364290
"INDSC","BWU00","SEA",,,,,,488208425
"INDSC","BWU00","SEB",,,,,,24393346
"INDSC","CEA00","SEC",,,,,23700000,
"INDSC","ISC00","SEC",,,,,1,
"INDSC","ISS00","ME",,,,,,64986485
"INDSC","ISS00","SEA",,,,,,29567679
"INDSC","ISS00","SEB",,,,,,27293935
"INDSC","LJT00","SEC",,,,,67343557,
"INDSC","LJU00","SEC",,,,,-400000,
"INVIC","BCZ00","ME",,,,,,23184924
"IPC","ASN00","ME",11153628,11672022.00,11675374.00,11406623.00,11619666,
"IPC","ASN00","SEB",,-125000.00,,,,
"IPC","ASO00","ME",9165993,8624739.00,8669716.00,8694136.00,8619753,
"IPC","ASO00","SEB",,,,3133898.00,1804207,
"IPC","ASR00","ME",3152112,3096659.00,3097548.00,2401395.00,2869950,
"IPC","AST00","ME",4621993,3834863.00,3835821.00,3381673.00,3234249,
"IPC","BRF00","ME",,,,,,8749198
"IPC","BRG00","ME",,,,,,18160148
"IPC","ISC00","ME",,8293130.00,8308207.00,9925503.00,,
"IPC","ISC00","SEB",,58900.00,,218523.00,,
"IPC","ISC01","ME",10172097,,,,6620626,
"IPC","ISC02","ME",5363860,,,,2574732,
"IPC","ISS10","ME",,,,,,6824997
"IPC","ISS20","ME",,,,,,2613396
"IRB","AFR00","ME",10003527,10008164.00,8827134.00,11100604.00,11683941,
"IRB","AFR00","SEA",,,,,96285,
"IRB","AFR00","SEC",,,1702820.00,,,
"IRB","AFT00","ME",17875798,17883497.00,15099168.00,15718195.00,16332231,
"IRB","AFT00","SEA",,,,,3244195,
"IRB","AFT00","SEC",,,,441259.00,,
"IRB","AFU00","ME",43857984,53292210.00,46343210.00,42860946.00,47194694,
"IRB","AFU00","SEC",,-1045042.00,,4247254.00,,
"IRB","BGC00","ME",,,,,,99903644
"IRB","BGC00","SEA",,,,,,1929839
"IRB","HAC00","ME",21601290,10756411.00,13725196.00,16219236.00,21991696,
"IRB","HAC00","SEC",,,,827942.00,,
"IRB","ISC00","ME",29581333,29120367.00,28714783.00,28603685.00,29881308,
"IRB","ISC00","SEA",,,,,305919,
"IRB","ISC00","SEC",,,,253980.00,,
"IRB","ISS00","ME",,,,,,33407711
"IRB","ISS00","SEA",,,,,,144584
"ISC","AOT00","ME",34817205,,,,,
"ISC","AOT00","SEB",1462839,,,,,
"ISC","AOU00","ME",44242595,,,,,
"ISC","AOW00","ME",36145038,31560065.00,34249228.00,34316964.00,35618706,
"ISC","AOW00","SEA",,,,2500000.00,,
"ISC","AOW00","SEB",-32000,,,2950000.00,-10000,
"ISC","AOW00","SEC",,,1500001.00,,,
"ISC","AOX00","ME",332526112,262634343.00,287630154.00,326898851.00,359430758,
"ISC","AOX00","SEA",22114000,,44899357.00,,,
"ISC","AOX00","SEB",37707566,18525633.00,,4090864.00,56351816,
"ISC","AOX00","SEC",,,-436999.00,,,
"ISC","AOY00","ME",4536406,,,,,
"ISC","AOZ00","ME",65318795,61707284.00,150391867.00,142379294.00,213105186,
"ISC","AOZ00","SEA",,,9659704.00,3600000.00,,
"ISC","AOZ00","SEB",13653839,10611668.00,,19069640.00,11657947,
"ISC","AOZ00","SEC",,,250000.00,1971097.00,4777237,
"ISC","APA00","ME",56648225,54391487.00,56111095.00,66943247.00,73477129,
"ISC","APA00","SEB",1021339,1030432.00,,885564.00,1067591,
"ISC","APA00","SEC",,,250040.00,,,
"ISC","APD00","ME",300804369,319889018.00,304380758.00,342834370.00,1531761184,
"ISC","APD00","SEA",7000000,,24000000.00,588350403.00,12000000,
"ISC","APD00","SEB",6000000,8000000.00,,249343217.00,113530147,
"ISC","APD00","SEC",,,2000000.00,,300000,
"ISC","APG00","ME",82684445,114149657.00,109811139.00,106285898.00,98327554,
"ISC","APG00","SEA",,,600000.00,9643900.00,6084322,
"ISC","APG00","SEB",162549,1240739.00,,942550.00,1108959,
"ISC","APG00","SEC",,,192551.00,,290362,
"ISC","APJ00","ME",102258916,95390065.00,86766345.00,97653630.00,84501977,
"ISC","APJ00","SEA",,,7000000.00,,7000000,
"ISC","APJ00","SEB",9000000,,,987948.00,3150000,
"ISC","APJ00","SEC",,,,,-20000,
"ISC","BNN00","ME",,,,,,468424828
"ISC","BNN00","SEA",,,,,,14624390
"ISC","BNN00","SEB",,,,,,1268887
"ISC","BNO00","ME",,,,,,1270754540
"ISC","BNP00","ME",,,,,,999165583
"ISC","BNP00","SEA",,,,,,143925670
"ISC","BNP00","SEB",,,,,,4772072
"ISC","CRA00","ME",,46211463.00,47089170.00,46563535.00,41903401,
"ISC","ISC00","ME",100243350,91810131.00,94072400.00,133198881.00,152780251,
"ISC","ISC00","SEA",2,,11876051.00,,,
"ISC","ISC00","SEB",32621949,33926001.00,,0.00,,
"ISC","ISC00","SEC",,,,,0,
"ISC","ISS00","ME",,,,,,166536487
"ISC","ISS00","SEA",,,,,,778737
"ISC","ISS00","SEB",,,,,,0
"JCCB","BJE00","ME",203590000,146168159.00,368737000.00,351919000.00,331777000,
"JCCB","BJE00","SEA",,253652000.00,58064000.00,,,
"JCCB","BJE00","SEB",70976409,33012000.00,,15606000.00,,
"JCCB","BTN00","ME",,,,,,250127000
"JCCB","BTN00","SEB",,,,,,14600000
"JUS","ASA00","ME",1311790,1318570.00,1320994.00,1324227.00,1312105,
"JUS","ASB00","ME",380483738,348317035.00,393390464.00,400491696.00,385118141,
"JUS","ASB00","SEA",,,1964828.00,,44870052,
"JUS","ASB00","SEB",10631030,47242063.00,,17464900.00,-233414,
"JUS","ASB00","SEC",5170919,,3703515.00,2500001.00,4000000,
"JUS","ASE00","ME",192294014,194550000.00,192604324.00,199619747.00,195920770,
"JUS","ASE00","SEB",221259,2828584.00,,2773112.00,,
"JUS","ASE00","SEC",,,3149465.00,,50000,
"JUS","BNX00","ME",,,,,,184853562
"JUS","BNX00","SEA",,,,,,2147375
"JUS","BNX00","SEB",,,,,,0
"JUS","BNY00","ME",,,,,,437758882
"JUS","BNY00","SEA",,,,,,2558660
"JUS","ISC00","ME",83387225,86402269.00,86551092.00,77424860.00,73808640,
"JUS","ISC00","SEA",,,16596.00,,1023673,
"JUS","ISC00","SEB",90526,1496164.00,,840986.00,-253934,
"JUS","ISC00","SEC",-1409755,,1216165.00,,1,
"JUS","ISS00","ME",,,,,,75132559
"JUS","ISS00","SEA",,,,,,718105
"JUS","ISS00","SEB",,,,,,0
"LAC","BHB00","ME",3060327,3471762.00,2753175.00,2399766.00,3315929,
"LAC","BHC00","ME",14236034,12902706.00,11591441.00,13095854.00,9649880,
"LAC","BHC00","SEB",,,,208000.00,1536627,
"LAC","BHC00","SEC",,,210000.00,,,
"LAC","BHD00","ME",29950151,28589912.00,29762349.00,27024039.00,30934977,
"LAC","BHD00","SEB",,,,271000.00,163729,
"LAC","BHD00","SEC",,1000001.00,70000.00,456000.00,2178276,
"LAC","BSI00","ME",,,,,,60122055
"LAC","BSI00","SEB",,,,,,354028
"LAC","BSJ00","ME",,,,,,23868801
"LAC","BSJ00","SEB",,,,,,100000
"LAC","ISC00","ME",22579568,19927061.00,25948930.00,27367254.00,27541464,
"LAC","ISC00","SEC",694501,,,,397298,
"LAC","ISS00","ME",,,,,,35740225
"LAC","LJN00","ME",7232371,7595563.00,6212732.00,5363344.00,3307948,
"LAC","LJO00","ME",21288244,23377784.00,16742862.00,41608310.00,40469017,
"LAC","LJO00","SEB",,,,219588.00,376692,
"LAC","LJO00","SEC",,,6806016.00,1.00,405000,
"LDC","BXK00","SEB",,,,,,287130
"LP","AVH00","ME",33393055,32386644.00,33088740.00,33169544.00,36185626,
"LP","AVH00","SEB",,,,,235000,
"LP","AVH00","SEC",,200000.00,,,1313195,
"LP","BSV00","ME",,,,,,37564709
"LP","BSV00","SEB",,,,,,253858
"LP","ISC00","ME",9556503,9583363.00,9650855.00,9901695.00,11571871,
"LP","ISC00","SEB",,,,,161980,
"LP","ISC00","SEC",,,,,1440465,
"LP","ISS00","ME",,,,,,10521296
"LP","ISS00","SEB",,,,,,115200
"MPCC","BDV00","ME",4215191,2808098.00,2744736.00,2354280.00,2343627,
"MPCC","BDV00","SEB",4203962,2381486.00,,,,
"MPCC","BVJ00","ME",,,,,,2611859
"MPCC","ISC00","ME",1399880,2810422.00,2870078.00,2331031.00,2294673,
"MPCC","ISC00","SEB",1101934,,,,,
"MPCC","ISS00","ME",,,,,,2105539
"NAC","ADO00","ME",33796174,34219186.00,34222719.00,79397056.00,140034681,
"NAC","ADO00","SEA",,,20500000.00,38000000.00,,
"NAC","ADO00","SEB",325001,150001.00,,17912375.00,,
"NAC","ADO00","SEC",,600001.00,,,,
"NAC","BSK00","ME",,,,,,35258623
"NAC","BSK00","SEA",,,,,,150000
"NBC","ADR00","ME",2317336,2372430.00,2422050.00,2425493.00,2375539,
"NBC","ADS00","ME",986150,986150.00,1015529.00,1033227.00,1075665,
"NBC","BFO00","ME",,,,,,2519144
"NBC","BFY00","ME",,,,,,1152796
"NBC","ISC00","ME",5284837,10792529.00,9539257.00,5228994.00,,
"NBC","ISC00","SEB",660000,,,,,
"NBC","ISC03","ME",,,,,6262723,
"NBC","ISS00","ME",,,,,,6139835
"NCC","ADV00","ME",116457834,88366659.00,92721330.00,88792180.00,91895250,
"NCC","ADV00","SEB",,3076000.00,,945114.00,590000,
"NCC","ADV00","SEC",,,318001.00,390000.00,,
"NCC","BSN00","ME",,,,,,95187885
"ND","ATT00","ME",278337300,,,,,
"ND","ATT00","SEB",-4901893,,,,,
"ND","ATT00","SEC",-141900,,,,,
"ND","ATU00","ME",1029591561,,,,,
"ND","ATU00","SEB",-12882216,,,,,
"ND","ATW00","ME",2603394405,,,,,
"ND","ATW00","SEB",-34582528,,,,,
"ND","ATW00","SEC",57884869,,,,,
"ND","AUG00","ME",534589958,,,,,
"ND","AUG00","SEB",24465537,,,,,
"ND","AUN00","ME",2048616509,,,,,
"ND","AUN00","SEB",172372780,,,,,
"ND","AUO00","ME",3353033686,,,,,
"ND","AUO00","SEB",-20101281,,,,,
"ND","AUR00","ME",1726717275,,,,,
"ND","AUR00","SEB",65649314,,,,,
"ND","AUS00","ME",2175664165,,,,,
"ND","AUS00","SEB",-204718,,,,,
"ND","AUW00","ME",381849792,,,,,
"ND","AUW00","SEB",-11623894,,,,,
"ND","AUX00","ME",299506975,,,,,
"ND","AUX00","SEB",10238234,,,,,
"ND","AUY00","ME",180550702,,,,,
"ND","AUY00","SEB",-1243227,,,,,
"ND","AUZ00","ME",1327691159,,,,,
"ND","AUZ00","SEB",-11279722,,,,,
"ND","AUZ00","SEC",-67100,,,,,
"ND","AVI00","ME",690425305,,,,,
"ND","AVI00","SEB",529779917,,,,,
"ND","AVJ00","ME",328000834,,,,,
"ND","AVJ00","SEB",-4262387,,,,,
"ND","AVM00","ME",108669088,,,,,
"ND","AVM00","SEB",-408985,,,,,
"ND","AVM00","SEC",-25000,,,,,
"ND","AVR00","ME",2310116,,,,,
"ND","AVR00","SEB",-24138,,,,,
"ND","BUN00","ME",,,,,,752722921
"ND","BUN00","SEA",,,,,,-32037180
"ND","BUN00","SEB",,,,,,406384142
"ND","BUO00","ME",,,,,,8854401407
"ND","BUO00","SEA",,,,,,448682
"ND","BUO00","SEB",,,,,,0
"ND","BUP00","ME",,,,,,2840676739
"ND","BUP00","SEA",,,,,,18474977
"ND","BUQ00","ME",,,,,,788242040
"ND","BUQ00","SEA",,,,,,7859788
"ND","BUQ00","SEB",,,,,,-94836
"ND","BUR00","ME",,,,,,3135903543
"ND","BUR00","SEA",,,,,,203584622
"ND","BUR00","SEB",,,,,,160004683
"ND","BUS00","ME",,,,,,3373341311
"ND","BUS00","SEA",,,,,,96330631
"ND","BUS00","SEB",,,,,,-3986416
"ND","CQA00","ME",,1363942346.00,1294500580.00,1235618328.00,1204608692,
"ND","CQA00","SEB",,-542137.00,,143612867.00,-3884129,
"ND","CQA00","SEC",,139552500.00,218510999.00,17505325.00,301650545,
"ND","CQB00","ME",,407959810.00,382286293.00,323558922.00,431792517,
"ND","CQB00","SEB",,-4900024.00,,-2851851.00,-1887387,
"ND","CQB00","SEC",,,-6315882.00,-981792.00,-35040,
"ND","CQC00","ME",,3039436884.00,3102147905.00,3469027157.00,3366635148,
"ND","CQC00","SEB",,56945836.00,,-2576839.00,28398995,
"ND","CQC00","SEC",,,-2102406.00,,,
"ND","CQD00","ME",,13086304226.00,13336464765.00,12775597776.00,12805778436,
"ND","CQD00","SEA",,,219847029.00,,,
"ND","CQD00","SEB",,785436216.00,,109503306.00,1038463090,
"ND","CQD00","SEC",,2752589.00,-8300699.00,12848863.00,472087264,
"ND","CQE00","ME",,326339123.00,373537801.00,397614790.00,395158296,
"ND","CQE00","SEB",,40000000.00,,-3902925.00,-1787177,
"ND","CQE00","SEC",,-8006.00,-292174.00,-403333.00,6350000,
"ND","ISC00","ME",916361551,437571998.00,453116285.00,438851960.00,458094145,
"ND","ISC00","SEB",-7335938,-962633.00,,-4678000.00,-3050000,
"ND","ISC00","SEC",-57339700,,-9891560.00,,-100000,
"ND","ISS00","ME",,,,,,632291994
"ND","ISS00","SEA",,,,,,25637469
"ND","ISS00","SEB",,,,,,-3100000
"NEB","AUD00","ME",33618378,39482860.00,49588459.00,58584596.00,,
"NEB","AUD00","SEB",,4467259.00,,826355.00,,
"NEB","AUD00","SEC",,,13479605.00,,,
"NEB","AUF00","ME",7810511,5294553.00,5982273.00,7307066.00,,
"NEB","AUF00","SEC",,,2592232.00,,,
"NEB","BTA00","ME",,,,,28225875,20000175
"NEB","BTA00","SEA",,,,,108107,1984845
"NEB","BTA00","SEB",,,,,,6087187
"NEB","BTB00","ME",,,,,22559815,26151718
"NEB","BTB00","SEA",,,,,5499252,2266062
"NEB","BTB00","SEB",,,,,-100000,
"NEB","BTC00","ME",,,,,5365717,4931394
"NEB","BTC00","SEA",,,,,1924203,781932
"NEB","BTD00","ME",,,,,3727165,6462601
"NEB","BTD00","SEA",,,,,-1198221,1961732
"NEB","BTD00","SEB",,,,,1541036,
"NEB","ISC00","ME",21007402,26538637.00,21249778.00,23533785.00,,
"NEB","ISC00","SEB",12380000,2037537.00,,,,
"NEB","ISC00","SEC",,,1209708.00,,,
"NEB","ISS00","ME",,,,,19961413,19946812
"NEB","ISS00","SEA",,,,,-501480,1006616
"NFB","AEA00","ME",37909943,37939002.00,38068603.00,35877615.00,43323228,
"NFB","AEA00","SEB",,,,1250000.00,,
"NFB","BLT00","ME",17130896,13696530.00,13742245.00,17598853.00,21657098,
"NFB","BLT00","SEB",,,,250000.00,,
"NFB","BSM00","ME",,,,,,40034195
"NFB","BSP00","ME",,,,,,23403744
"NFB","ISC00","ME",7849198,8276709.00,7841529.00,8418352.00,9395019,
"NFB","ISC00","SEB",,,,,1868601,
"NFB","ISS00","ME",,,,,,11130139
"NFB","ISS00","SEA",,,,,,99196
"NGC","AEF00","ME",43426120,43770723.00,43773542.00,43888410.00,54203410,
"NGC","AEF00","SEA",,,,1000000.00,,
"NGC","AEF00","SEB",,,,1190000.00,,
"NGC","BRY00","ME",,,,,,51383427
"NMST","AEH00","ME",26491340,26862194.00,29754746.00,59979776.00,144527796,
"NMST","AEH00","SEA",,,29355000.00,45624000.00,,
"NMST","AEH00","SEB",,,,2569000.00,20001,
"NMST","AEH00","SEC",,6279080.00,,,,
"NMST","BRU00","ME",,,,,,30158102
"NPA","AUP00","ME",3123930,750000.00,750775.00,751835.00,494830,
"NPA","BWQ00","ME",,,,,,493880
"NPB","AXV00","ME",36489275,34858585.00,33532213.00,34534060.00,,
"NPB","AXV00","SEA",,,497004.00,,,
"NPB","AXW00","ME",6504436,6626610.00,4942242.00,4730594.00,,
"NPB","AXW00","SEA",,,145830.00,,,
"NPB","AXW00","SEC",,,331762.00,,,
"NPB","AXY00","ME",558331,529452.00,539078.00,551914.00,,
"NPB","BUA00","ME",,,,,34172754,36098707
"NPB","BUB00","ME",,,,,4681030,4665371
"NPB","BUC00","ME",,,,,503782,487738
