dept_code,dimension,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year
HMIRC,na,1,.,.,.,.
HRSD,eng,13232,13924,14419,15019,15719
HRSD,fre,6728,7078,7205,7286,7842
HRSD,na,86,95,83,7,168
IJC,eng,18,19,20,26,26
IJC,fre,5,7,8,6,6
IJC,na,9,5,4,.,.
INAC,eng,3788,3714,3563,3452,3200
INAC,fre,1171,1128,1107,1080,1165
INAC,na,16,15,14,50,343
IOG,eng,84,85,80,85,87
IOG,na,.,.,.,.,1
IPC,eng,142,140,167,150,139
IPC,fre,116,121,115,109,117
IPC,na,.,.,.,.,5
IRB,eng,704,672,645,678,708
IRB,fre,327,309,306,290,323
IRB,na,3,2,3,5,.
ISC,eng,2988,2951,2985,3026,3071
ISC,fre,1789,1761,1750,1733,1873
ISC,na,5,6,7,17,3
JUS,eng,3125,3012,2953,3041,3029
JUS,fre,1495,1456,1428,1419,1430
JUS,na,105,106,95,1,2
LAC,eng,476,570,545,475,477
LAC,fre,437,473,481,463,451
LAC,na,.,.,.,.,2
MPCC,eng,12,7,14,14,13
MPCC,fre,6,7,8,12,12
ND,eng,19125,17763,17370,17601,17629
ND,fre,5789,5361,5220,5318,5481
ND,na,25,22,21,35,68
NEB,eng,361,390,401,421,418
NEB,fre,28,27,27,32,38
NEB,na,20,18,19,16,.
NFB,eng,94,83,84,89,122
NFB,fre,317,289,269,279,249
NFB,na,55,48,41,21,.
NPB,eng,288,294,297,275,269
NPB,fre,166,164,170,170,179
NPB,na,.,1,.,2,.
NR,eng,3153,3070,3046,3081,2839
NR,fre,1192,1147,1090,1076,1083
NR,na,16,14,13,34,342
NRC,eng,2360,2433,2507,2682,2652
NRC,fre,780,786,858,989,1148
NRC,na,385,315,253,109,64
NRTEE,eng,2,.,.,.,.
NRTEE,fre,1,.,.,.,.
NSERC,eng,203,204,216,229,238
NSERC,fre,194,195,193,215,203
NSERC,na,10,10,9,.,1
OAG,eng,335,325,318,331,354
OAG,fre,276,256,253,257,262
OAG,na,.,.,.,.,1
OCI,eng,19,21,19,20,17
OCI,fre,14,19,16,17,19
OCOL,eng,38,48,44,31,30
OCOL,fre,124,123,128,133,125
ODPP,eng,755,766,758,775,770
ODPP,fre,184,187,195,195,210
ODPP,na,15,16,15,.,10
OICC,eng,187,176,215,201,193
OICC,fre,121,112,139,150,136
OPSIC,eng,17,14,13,14,10
OPSIC,fre,14,14,12,12,14
ORL,eng,12,13,14,13,11
ORL,fre,14,13,13,13,13
OSFI,eng,192,262,287,286,570
OSFI,fre,72,70,75,78,117
OSFI,na,374,352,338,303,1
PCA,eng,2047,2353,2557,2913,2848
PCA,fre,664,745,827,969,979
PCA,na,212,77,10,4,149
PCC,eng,45,51,59,55,49
PCC,fre,15,14,15,16,18
PCO,eng,400,404,394,394,454
PCO,fre,354,347,334,312,322
PCO,na,.,.,.,6,23
PHAC,eng,1752,1799,1830,1861,1861
PHAC,fre,340,354,345,338,366
PHAC,na,71,22,11,24,7
PMPRB,eng,33,39,42,44,42
PMPRB,fre,18,14,18,25,25
PMPRB,na,2,2,.,.,2
PSC,eng,381,305,313,312,318
PSC,fre,483,430,425,424,458
PSC,na,1,1,.,5,4
PSEP,eng,790,750,679,757,755
PSEP,fre,321,307,299,365,387
PSEP,na,1,.,.,3,7
PSSRB,eng,46,46,.,.,.
PSSRB,fre,50,45,.,.,.
PSST,eng,9,8,.,.,.
PSST,fre,23,23,.,.,.
RCMP,eng,4734,4853,5208,5490,5404
RCMP,fre,1084,1079,1104,1064,1356
RCMP,na,153,133,125,17,41
RPSDP,eng,1,1,.,.,.
RPSDP,fre,8,8,.,.,.
RSCT,eng,3,3,.,.,.
RSCT,fre,7,6,.,.,.
SC,eng,3976,4285,4399,5081,4764
SC,fre,2040,2113,2073,2308,2210
SC,na,115,108,60,29,10
SCC,eng,92,87,85,84,77
SCC,fre,124,132,128,128,139
SHARE,eng,3378,3394,3313,3258,3209
SHARE,fre,1886,1979,1906,1880,2044
SHARE,na,35,21,17,19,4
SIRC,eng,11,11,11,12,12
SIRC,fre,4,5,7,8,9
SIRC,na,.,.,.,.,1
SSHRC,eng,109,111,118,115,120
SSHRC,fre,88,93,89,95,91
SSHRC,na,2,1,2,.,.
SWC,eng,49,51,43,43,45
SWC,fre,50,46,49,48,54
SWC,na,1,1,.,.,.
TBC,eng,1140,1100,1048,1045,1118
TBC,fre,720,677,712,672,722
TBC,na,.,1,1,11,1
TC,eng,3458,3456,3763,3768,3282
TC,fre,1306,1302,1429,1384,1494
TC,na,14,13,13,2,6
TRC,eng,24,14,9,.,.
TRC,fre,1,1,.,.,.
VAC,eng,2338,2046,2027,2185,2188
VAC,fre,1260,1138,1143,1199,591
VAC,na,4,4,4,29,30
VRAB,eng,.,.,.,.,63
VRAB,fre,.,.,.,.,19
VRAB,na,.,.,.,.,4
WDO,eng,310,294,275,267,259
WDO,fre,23,22,20,25,19
WDO,na,2,2,2,.,1
JJJ,eng,766,798,836,851,814
JJJ,fre,223,222,232,245,240
JJJ,na,111,90,76,45,74
ZGOC,eng,184410,180765,181668,183905,184587
ZGOC,fre,74985,73626,73157,73417,76122
ZGOC,na,3422,2747,2209,1657,1981
ZGOC,sup,.,.,.,.,6
